Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.860	1.439	37.082	49.300
2	1.186	1.176	57.024	59.610
3	0.947	1.259	66.332	59.310
4	0.805	0.830	71.586	71.220
5	0.714	0.751	75.192	73.700
6	0.664	0.906	77.008	69.870
7	0.623	0.721	78.322	75.370
8	0.595	0.765	79.580	74.100
9	0.575	0.738	80.188	74.470
10	0.564	0.662	80.426	77.650
11	0.541	0.812	81.324	72.290
12	0.534	0.684	81.728	77.240
13	0.524	0.727	81.794	76.140
14	0.518	0.725	82.176	76.130
15	0.512	0.639	82.296	79.190
16	0.504	0.728	82.580	76.220
17	0.501	0.951	82.800	70.990
18	0.490	0.805	83.250	74.450
19	0.479	0.536	83.376	81.760
20	0.475	0.647	83.584	77.820
21	0.471	0.597	83.924	80.830
22	0.471	0.658	83.758	78.100
23	0.463	0.809	83.998	75.090
24	0.459	0.661	84.300	78.240
25	0.458	0.662	84.280	77.290
26	0.445	1.237	84.690	66.370
27	0.448	0.510	84.634	82.730
28	0.439	0.710	84.878	76.260
29	0.444	0.642	84.658	79.170
30	0.440	0.508	84.736	82.980
31	0.430	0.623	85.142	79.670
32	0.261	0.275	90.930	90.580
33	0.211	0.269	92.700	90.980
34	0.189	0.268	93.434	91.380
35	0.179	0.279	93.816	90.860
36	0.164	0.264	94.358	91.310
37	0.154	0.255	94.648	91.670
38	0.149	0.254	94.812	91.600
39	0.140	0.262	95.076	91.500
40	0.130	0.254	95.402	91.700
41	0.127	0.272	95.628	91.350
42	0.121	0.278	95.918	91.600
43	0.119	0.272	95.930	91.590
44	0.113	0.309	96.124	90.930
45	0.109	0.278	96.238	91.580
46	0.107	0.274	96.224	91.430
47	0.104	0.264	96.462	91.980
48	0.101	0.285	96.494	91.390
49	0.103	0.277	96.446	91.630
50	0.100	0.291	96.494	91.460
51	0.099	0.271	96.662	91.860
52	0.064	0.236	97.934	92.850
53	0.051	0.240	98.430	92.830
54	0.044	0.235	98.666	93.040
55	0.042	0.239	98.800	92.990
56	0.038	0.239	98.890	92.810
57	0.037	0.242	98.996	92.860
58	0.035	0.242	99.008	93.050
59	0.033	0.248	99.124	92.930
60	0.033	0.246	99.092	92.920
