Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.793	1.486	38.520	49.620
2	1.245	1.192	54.978	57.410
3	1.037	1.147	62.978	59.510
4	0.898	0.950	68.104	66.840
5	0.790	0.867	72.272	70.350
6	0.721	0.835	74.846	71.100
7	0.664	0.693	77.044	76.480
8	0.627	0.714	78.260	74.450
9	0.596	0.684	79.450	76.240
10	0.575	0.797	80.144	73.490
11	0.557	0.693	80.928	76.520
12	0.545	0.738	81.122	75.370
13	0.541	0.638	81.374	77.980
14	0.533	0.788	81.600	73.570
15	0.524	0.724	82.068	76.260
16	0.516	0.782	82.192	74.790
17	0.516	0.810	82.156	73.290
18	0.505	1.052	82.566	67.950
19	0.495	0.719	82.938	76.800
20	0.486	0.730	83.244	76.460
21	0.487	0.680	83.426	78.150
22	0.483	0.747	83.464	75.200
23	0.472	0.816	83.616	74.550
24	0.471	0.615	83.754	79.520
25	0.467	0.542	83.928	81.800
26	0.459	0.822	84.278	74.810
27	0.463	0.617	84.134	79.630
28	0.457	0.804	84.254	75.210
29	0.454	0.681	84.402	78.600
30	0.449	0.547	84.642	81.890
31	0.444	0.909	84.752	73.850
32	0.277	0.287	90.642	90.030
33	0.225	0.275	92.386	90.790
34	0.204	0.279	93.178	90.790
35	0.189	0.273	93.484	91.040
36	0.179	0.276	93.910	90.990
37	0.170	0.262	94.240	91.090
38	0.163	0.261	94.386	91.660
39	0.153	0.267	94.716	91.390
40	0.145	0.253	95.062	91.540
41	0.139	0.259	95.222	91.450
42	0.135	0.260	95.350	91.490
43	0.132	0.269	95.382	91.560
44	0.126	0.277	95.656	91.320
45	0.120	0.268	96.004	91.750
46	0.116	0.297	95.954	90.880
47	0.114	0.280	96.050	91.240
48	0.108	0.295	96.240	91.400
49	0.111	0.274	96.128	91.450
50	0.107	0.293	96.292	91.340
51	0.105	0.297	96.426	91.160
52	0.070	0.247	97.714	92.450
53	0.059	0.247	98.170	92.490
54	0.051	0.244	98.508	92.450
55	0.050	0.249	98.476	92.620
56	0.047	0.249	98.616	92.520
57	0.044	0.248	98.680	92.560
58	0.043	0.249	98.766	92.770
59	0.041	0.253	98.920	92.520
60	0.040	0.248	98.906	92.870
