Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.884	3.276	12.522	19.970
2	3.109	3.051	23.240	25.100
3	2.758	2.772	29.608	30.170
4	2.527	2.540	34.254	34.400
5	2.355	2.565	38.020	35.120
6	2.223	3.007	40.628	28.110
7	2.118	2.339	42.976	39.130
8	2.029	2.179	44.918	42.010
9	1.940	2.081	47.014	45.060
10	1.862	2.145	49.024	43.630
11	1.785	2.083	50.714	45.390
12	1.747	2.108	51.370	45.030
13	1.688	2.348	53.078	40.470
14	1.657	1.880	53.852	49.730
15	1.611	1.996	54.980	47.430
16	1.572	2.018	55.938	47.160
17	1.539	1.910	56.732	50.090
18	1.506	2.076	57.542	45.850
19	1.462	1.779	58.748	51.270
20	1.454	1.887	58.616	50.570
21	1.428	1.845	59.268	51.320
22	1.409	1.770	59.780	52.440
23	1.392	1.805	60.484	53.380
24	1.373	2.046	60.964	49.090
25	1.351	1.790	61.092	52.810
26	1.331	1.926	61.940	51.380
27	1.328	1.765	62.150	52.980
28	1.315	1.772	62.206	53.380
29	1.284	1.908	63.208	51.290
30	1.283	1.699	63.066	54.370
31	1.283	1.730	63.040	53.590
32	0.782	0.959	77.238	72.270
33	0.616	0.955	81.754	72.600
34	0.545	0.941	83.636	73.360
35	0.486	0.984	85.224	73.110
36	0.435	0.981	86.776	73.750
37	0.390	1.007	88.168	72.920
38	0.354	1.021	89.146	72.590
39	0.315	1.066	90.446	72.890
40	0.279	1.086	91.528	72.620
41	0.258	1.133	92.142	72.570
42	0.224	1.125	93.260	72.580
43	0.205	1.159	93.994	71.840
44	0.186	1.173	94.434	72.250
45	0.171	1.214	95.064	71.720
46	0.159	1.262	95.464	71.420
47	0.154	1.198	95.488	72.340
48	0.141	1.208	95.970	72.240
49	0.129	1.227	96.322	72.490
50	0.127	1.237	96.428	72.040
51	0.123	1.210	96.566	72.860
52	0.064	1.103	98.680	74.840
53	0.041	1.104	99.354	75.140
54	0.035	1.120	99.454	75.290
55	0.030	1.128	99.592	75.270
56	0.027	1.138	99.644	74.930
57	0.025	1.141	99.674	75.070
58	0.024	1.151	99.662	75.040
59	0.023	1.151	99.720	74.970
60	0.021	1.159	99.738	75.210
