Epoch	Train loss	Test loss	Train Acc	Test Acc
1	7.782	4.522	1.546	1.940
2	4.297	4.044	3.906	6.440
3	3.867	3.712	9.084	11.410
4	3.499	3.379	15.004	17.540
5	3.143	3.014	21.900	24.460
6	2.814	2.712	27.822	29.500
7	2.540	2.572	33.196	32.400
8	2.342	2.583	37.562	32.600
9	2.179	2.294	41.122	38.810
10	2.028	2.244	44.448	40.600
11	1.913	2.195	47.286	42.450
12	1.822	2.154	49.580	43.460
13	1.752	2.389	50.984	40.020
14	1.683	2.004	52.916	45.610
15	1.634	1.815	53.952	50.110
16	1.582	1.935	55.102	47.850
17	1.549	1.914	55.918	49.970
18	1.513	1.952	57.110	48.420
19	1.473	1.871	58.118	49.350
20	1.469	1.873	58.174	50.320
21	1.423	2.090	59.310	48.200
22	1.408	1.673	59.540	54.520
23	1.388	1.894	60.354	50.950
24	1.365	1.698	60.898	53.750
25	1.348	1.682	61.236	55.120
26	1.335	1.700	61.766	54.090
27	1.322	1.782	62.068	53.370
28	1.304	1.739	62.364	53.880
29	1.291	1.781	62.752	53.430
30	1.280	1.716	62.968	54.750
31	1.281	1.761	63.268	53.560
32	0.797	0.945	76.588	71.990
33	0.629	0.936	81.248	73.070
34	0.556	0.922	83.168	73.960
35	0.497	0.952	84.984	73.580
36	0.449	0.948	86.336	73.880
37	0.404	0.954	87.576	73.990
38	0.365	0.989	88.868	73.650
39	0.334	1.036	89.842	73.070
40	0.303	1.072	90.724	73.130
41	0.284	1.137	91.246	72.510
42	0.253	1.122	92.308	72.440
43	0.235	1.114	92.750	73.380
44	0.219	1.136	93.272	73.330
45	0.204	1.085	93.754	73.620
46	0.195	1.197	94.138	72.460
47	0.181	1.212	94.612	72.770
48	0.175	1.187	94.742	72.330
49	0.168	1.218	95.024	72.790
50	0.157	1.259	95.312	71.340
51	0.167	1.212	94.986	72.820
52	0.081	1.052	98.092	75.730
53	0.051	1.054	99.012	76.000
54	0.042	1.071	99.272	76.360
55	0.035	1.083	99.432	76.050
56	0.031	1.087	99.552	76.160
57	0.029	1.088	99.584	76.180
58	0.027	1.101	99.676	76.280
59	0.024	1.098	99.698	76.220
60	0.023	1.108	99.742	76.270
