Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.759	1.536	37.934	44.610
2	1.239	1.162	55.128	59.460
3	0.965	0.962	65.456	64.790
4	0.814	0.918	71.236	68.070
5	0.705	0.721	75.168	75.070
6	0.600	0.722	79.086	75.500
7	0.540	0.609	81.348	79.800
8	0.502	0.702	82.772	76.550
9	0.473	0.570	83.758	81.230
10	0.450	0.498	84.460	83.020
11	0.427	0.464	85.044	84.210
12	0.410	0.468	86.090	84.040
13	0.395	0.457	86.298	84.560
14	0.386	0.528	86.768	82.420
15	0.384	0.479	86.750	83.640
16	0.375	0.666	87.072	78.200
17	0.366	0.575	87.348	81.210
18	0.370	0.427	87.192	85.400
19	0.356	0.486	87.732	84.300
20	0.351	0.529	87.810	82.490
21	0.351	0.631	87.844	79.930
22	0.346	0.802	88.016	76.040
23	0.340	0.496	88.288	83.530
24	0.334	0.431	88.514	85.420
25	0.338	0.475	88.346	84.130
26	0.327	0.431	88.750	85.540
27	0.326	0.566	88.862	81.650
28	0.325	0.530	88.820	83.080
29	0.319	0.467	88.946	84.390
30	0.322	0.554	88.776	81.620
31	0.317	0.508	89.152	83.520
32	0.172	0.201	94.176	92.870
33	0.124	0.196	95.870	93.310
34	0.101	0.196	96.622	93.490
35	0.088	0.189	97.092	93.770
36	0.077	0.197	97.426	93.800
37	0.069	0.198	97.750	93.750
38	0.059	0.204	98.058	93.660
39	0.055	0.219	98.176	93.280
40	0.049	0.214	98.398	93.560
41	0.045	0.219	98.534	93.690
42	0.044	0.220	98.558	93.550
43	0.041	0.213	98.636	93.720
44	0.039	0.218	98.776	93.590
45	0.033	0.239	98.956	93.260
46	0.035	0.223	98.906	93.570
47	0.034	0.248	98.908	93.330
48	0.035	0.238	98.886	93.390
49	0.035	0.245	98.890	93.260
50	0.034	0.248	98.874	93.070
51	0.033	0.247	98.890	93.350
52	0.021	0.219	99.436	94.090
53	0.014	0.218	99.664	94.160
54	0.012	0.218	99.746	94.170
55	0.010	0.219	99.802	94.250
56	0.009	0.220	99.794	94.290
57	0.009	0.219	99.816	94.280
58	0.008	0.221	99.836	94.210
59	0.007	0.218	99.860	94.460
60	0.007	0.220	99.882	94.400
