Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.746	3.444	13.028	18.590
2	3.060	3.061	23.686	25.660
3	2.659	2.662	31.318	31.740
4	2.403	2.376	36.484	36.540
5	2.222	2.303	40.268	39.430
6	2.095	2.203	43.040	42.150
7	2.002	2.090	45.274	43.850
8	1.942	2.141	46.666	43.630
9	1.882	2.257	47.960	41.690
10	1.832	2.289	49.152	42.090
11	1.808	2.125	50.080	43.810
12	1.770	2.441	50.710	39.440
13	1.735	2.152	51.300	44.790
14	1.713	2.362	52.256	40.170
15	1.704	2.258	52.440	42.410
16	1.667	1.929	53.310	48.560
17	1.651	2.175	53.660	45.460
18	1.640	2.308	53.776	42.320
19	1.621	2.046	54.338	46.560
20	1.610	1.914	54.716	49.820
21	1.591	2.187	55.206	45.510
22	1.576	2.035	55.664	48.550
23	1.568	2.303	55.518	42.300
24	1.557	2.365	56.036	42.620
25	1.550	1.889	56.242	49.900
26	1.535	1.927	56.624	49.460
27	1.528	1.844	56.672	50.260
28	1.522	2.026	56.806	48.710
29	1.513	2.136	56.930	46.270
30	1.499	2.011	57.340	48.770
31	1.494	2.138	57.532	46.580
32	1.057	1.146	69.072	66.920
33	0.916	1.127	72.882	67.610
34	0.862	1.105	74.410	68.330
35	0.824	1.105	75.272	68.250
36	0.789	1.108	76.212	68.850
37	0.764	1.110	77.040	68.660
38	0.740	1.117	77.604	68.950
39	0.719	1.107	78.062	69.080
40	0.699	1.129	78.570	68.500
41	0.682	1.147	79.128	68.180
42	0.666	1.142	79.500	68.660
43	0.660	1.157	79.726	68.230
44	0.643	1.157	80.066	68.280
45	0.632	1.159	80.398	69.210
46	0.617	1.188	80.786	68.650
47	0.504	1.063	84.600	71.050
48	0.463	1.062	85.968	71.410
49	0.447	1.068	86.300	71.620
50	0.438	1.075	86.728	71.590
51	0.427	1.073	87.150	71.660
52	0.417	1.080	87.392	71.340
53	0.412	1.080	87.478	71.650
54	0.403	1.085	87.814	71.190
55	0.399	1.088	88.002	71.620
56	0.392	1.101	88.040	71.270
57	0.387	1.104	88.078	71.460
58	0.379	1.109	88.464	71.590
59	0.377	1.105	88.518	71.450
60	0.374	1.117	88.600	71.470
