Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.739	3.470	13.166	17.960
2	3.065	2.901	23.776	26.430
3	2.655	2.669	31.348	31.470
4	2.402	2.513	36.498	35.340
5	2.242	2.388	39.818	37.130
6	2.118	2.312	42.862	40.780
7	2.037	2.186	44.456	42.550
8	1.956	2.236	46.478	41.530
9	1.911	2.275	47.450	41.700
10	1.864	2.247	48.492	42.590
11	1.823	2.031	49.390	45.860
12	1.787	2.186	50.386	43.380
13	1.764	2.056	51.056	44.580
14	1.735	2.280	51.914	42.520
15	1.705	1.861	52.346	49.580
16	1.687	2.068	52.950	45.430
17	1.669	2.050	53.268	46.660
18	1.646	2.003	53.714	47.430
19	1.646	2.141	53.616	45.910
20	1.612	2.130	54.720	45.920
21	1.607	2.108	54.766	45.080
22	1.581	2.038	55.312	47.320
23	1.573	1.932	55.664	49.210
24	1.559	2.202	56.172	45.380
25	1.561	2.161	56.014	44.400
26	1.539	1.858	56.150	49.480
27	1.534	1.890	56.502	51.690
28	1.528	2.303	56.690	43.040
29	1.521	1.965	57.042	48.910
30	1.501	2.040	57.524	46.800
31	1.507	1.872	57.420	50.190
32	1.069	1.144	68.972	66.770
33	0.929	1.124	72.672	67.520
34	0.877	1.107	73.898	68.250
35	0.835	1.106	75.038	68.380
36	0.806	1.093	75.748	68.620
37	0.779	1.143	76.506	68.060
38	0.755	1.118	77.288	68.740
39	0.735	1.115	77.532	68.800
40	0.712	1.123	78.206	68.620
41	0.703	1.126	78.514	68.400
42	0.678	1.148	79.104	68.030
43	0.667	1.127	79.420	69.220
44	0.653	1.137	79.692	68.510
45	0.642	1.167	80.084	68.000
46	0.637	1.159	80.314	68.860
47	0.515	1.044	84.270	71.000
48	0.476	1.043	85.526	71.260
49	0.459	1.046	86.088	71.040
50	0.449	1.050	86.364	71.270
51	0.437	1.058	86.798	71.330
52	0.430	1.057	86.860	71.330
53	0.422	1.057	87.172	71.390
54	0.414	1.064	87.450	71.450
55	0.410	1.075	87.548	71.270
56	0.402	1.072	87.648	71.670
57	0.403	1.083	87.606	71.430
58	0.394	1.086	88.014	71.500
59	0.390	1.087	88.200	71.550
60	0.382	1.091	88.452	71.440
