Epoch	Train loss	Test loss	Train Acc	Test Acc
1	5.329	2.244	12.462	17.530
2	2.138	1.998	18.036	21.410
3	1.931	1.870	24.244	27.340
4	1.852	1.803	26.686	30.890
5	1.771	1.809	31.446	32.290
6	1.693	1.668	35.796	36.790
7	1.619	1.649	39.484	39.030
8	1.555	1.506	42.484	44.100
9	1.474	1.505	45.710	46.280
10	1.370	1.338	50.202	51.970
11	1.271	1.416	54.316	50.650
12	1.177	1.222	57.864	56.720
13	1.078	1.557	61.686	52.200
14	0.975	1.139	65.546	61.750
15	0.907	1.045	68.050	64.750
16	0.838	0.891	70.688	69.420
17	0.782	1.042	72.670	64.300
18	0.738	0.995	74.372	66.800
19	0.707	0.809	75.706	72.790
20	0.679	0.782	76.476	73.240
21	0.659	0.803	77.216	73.540
22	0.641	0.816	78.026	73.080
23	0.625	0.622	78.498	78.610
24	0.615	0.658	78.818	77.440
25	0.599	0.898	79.446	71.630
26	0.591	0.702	79.774	77.560
27	0.591	0.906	79.458	71.780
28	0.581	0.733	80.046	74.980
29	0.560	0.663	80.756	77.930
30	0.634	0.712	78.204	76.540
31	0.577	0.732	80.342	76.010
32	0.385	0.380	86.682	87.100
33	0.325	0.364	88.732	87.710
34	0.302	0.369	89.580	87.470
35	0.285	0.346	90.134	88.590
36	0.270	0.328	90.758	88.550
37	0.258	0.332	90.964	88.820
38	0.248	0.335	91.326	88.880
39	0.238	0.336	91.736	88.700
40	0.228	0.323	92.132	89.390
41	0.219	0.378	92.456	87.790
42	0.215	0.341	92.524	89.350
43	0.209	0.331	92.698	89.180
44	0.206	0.320	92.836	89.240
45	0.200	0.330	93.052	89.450
46	0.192	0.320	93.306	89.770
47	0.193	0.369	93.244	88.180
48	0.185	0.354	93.438	88.910
49	0.186	0.334	93.504	89.750
50	0.176	0.344	93.782	89.210
51	0.179	0.328	93.738	89.830
52	0.121	0.270	95.950	91.630
53	0.099	0.274	96.740	91.520
54	0.092	0.274	96.960	91.640
55	0.086	0.278	97.186	91.650
56	0.081	0.285	97.428	91.750
57	0.076	0.283	97.606	91.740
58	0.073	0.282	97.614	91.920
59	0.069	0.291	97.786	91.730
60	0.068	0.291	97.728	91.830
