Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.876	3.559	9.750	15.230
2	3.170	3.419	21.170	19.810
3	2.677	2.692	30.148	30.470
4	2.358	2.506	36.812	35.430
5	2.088	2.318	42.722	37.630
6	1.911	2.156	47.020	42.370
7	1.775	2.250	50.486	41.010
8	1.668	2.083	53.080	45.140
9	1.586	2.031	55.386	47.440
10	1.512	2.034	56.866	45.950
11	1.459	2.085	58.418	47.550
12	1.411	1.926	59.472	49.240
13	1.371	1.686	60.454	53.690
14	1.336	1.735	61.698	52.370
15	1.295	1.796	62.648	51.750
16	1.286	1.806	62.904	52.030
17	1.242	1.823	64.176	52.070
18	1.222	1.863	64.606	50.910
19	1.210	1.862	65.026	52.600
20	1.183	1.649	65.534	56.060
21	1.167	2.012	66.110	48.660
22	1.154	1.810	66.610	54.090
23	1.140	1.729	66.920	54.740
24	1.126	1.739	67.126	53.810
25	1.116	1.751	67.502	54.750
26	1.112	1.616	67.726	56.590
27	1.101	1.672	67.838	57.000
28	1.083	1.578	68.396	57.180
29	1.091	1.644	68.322	56.630
30	1.084	1.678	68.506	56.130
31	1.071	1.815	68.496	54.300
32	0.634	0.886	81.230	74.390
33	0.484	0.892	85.496	74.550
34	0.428	0.885	87.182	75.060
35	0.382	0.919	88.418	75.160
36	0.347	0.920	89.462	75.200
37	0.316	0.940	90.410	75.370
38	0.286	0.958	91.300	75.210
39	0.258	0.997	92.102	74.980
40	0.244	1.001	92.678	74.990
41	0.217	1.047	93.470	74.570
42	0.205	1.068	93.740	74.580
43	0.192	1.079	94.250	74.480
44	0.182	1.089	94.424	73.990
45	0.170	1.108	94.838	74.270
46	0.167	1.164	94.980	73.790
47	0.152	1.173	95.428	73.690
48	0.151	1.204	95.534	72.910
49	0.146	1.188	95.668	72.920
50	0.146	1.178	95.624	73.630
51	0.148	1.210	95.490	73.010
52	0.085	1.061	97.842	76.280
53	0.060	1.075	98.628	76.170
54	0.051	1.080	98.874	76.400
55	0.048	1.092	99.002	76.330
56	0.042	1.104	99.180	76.360
57	0.040	1.105	99.178	76.490
58	0.038	1.108	99.270	76.330
59	0.036	1.115	99.320	76.490
60	0.034	1.120	99.312	76.370
