Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.903	3.594	9.514	14.170
2	3.283	3.284	19.532	20.170
3	2.883	3.195	26.580	23.700
4	2.610	2.762	32.146	30.540
5	2.354	2.654	37.154	31.670
6	2.164	2.616	41.298	33.460
7	1.994	2.399	45.338	38.090
8	1.856	2.114	48.806	43.530
9	1.748	2.123	51.152	44.500
10	1.648	1.909	53.820	48.510
11	1.578	2.426	55.466	43.320
12	1.514	2.682	57.044	38.730
13	1.471	1.998	58.208	48.040
14	1.415	1.963	59.812	49.220
15	1.377	1.897	60.794	51.000
16	1.354	1.969	61.162	49.350
17	1.310	2.097	62.412	47.380
18	1.288	2.033	63.124	49.700
19	1.272	1.745	63.584	53.640
20	1.252	1.791	63.868	52.880
21	1.220	1.747	64.842	53.250
22	1.208	2.051	65.086	49.340
23	1.194	1.890	65.438	51.800
24	1.175	2.312	65.932	44.540
25	1.162	2.211	66.196	48.710
26	1.152	1.653	66.428	55.160
27	1.157	1.728	66.500	54.780
28	1.139	1.743	66.892	54.380
29	1.132	2.220	67.386	47.050
30	1.124	1.797	67.406	53.040
31	1.108	1.655	67.660	55.830
32	0.668	0.922	80.552	73.740
33	0.526	0.929	84.394	73.790
34	0.467	0.921	85.948	74.260
35	0.423	0.937	87.316	74.060
36	0.382	0.964	88.332	73.870
37	0.354	0.978	89.252	73.920
38	0.323	0.989	90.114	73.950
39	0.296	1.010	91.052	74.150
40	0.278	1.002	91.384	74.210
41	0.255	1.041	92.214	74.070
42	0.236	1.102	92.892	73.650
43	0.221	1.120	93.258	73.100
44	0.212	1.111	93.596	73.470
45	0.195	1.106	94.168	73.590
46	0.186	1.132	94.346	73.460
47	0.175	1.179	94.754	72.830
48	0.165	1.183	95.082	72.440
49	0.158	1.172	95.330	73.030
50	0.154	1.169	95.356	73.060
51	0.151	1.181	95.458	73.130
52	0.094	1.095	97.540	75.360
53	0.069	1.114	98.410	75.130
54	0.061	1.119	98.636	75.620
55	0.057	1.130	98.692	75.200
56	0.052	1.140	98.850	75.260
57	0.049	1.156	98.980	75.260
58	0.046	1.152	99.110	75.210
59	0.046	1.161	99.048	75.280
60	0.043	1.164	99.110	75.170
