Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.484	2.279	14.204	20.700
2	2.063	2.009	22.562	28.850
3	1.883	1.742	29.996	36.320
4	1.734	1.656	36.122	40.100
5	1.623	1.782	40.618	45.000
6	1.474	1.455	45.958	52.650
7	1.307	1.233	52.418	56.210
8	1.168	1.429	57.898	51.440
9	1.050	1.107	62.498	60.420
10	0.920	0.958	67.398	67.520
11	0.795	0.897	72.122	69.210
12	0.723	0.858	74.832	70.490
13	0.663	1.287	77.090	57.450
14	0.623	0.756	78.376	75.320
15	0.594	0.743	79.658	73.810
16	0.577	0.765	80.208	73.510
17	0.550	0.669	80.970	77.850
18	0.540	0.605	81.226	79.330
19	0.523	0.628	81.932	78.300
20	0.511	0.788	82.232	75.150
21	0.503	0.768	82.726	73.950
22	0.488	0.675	83.216	77.200
23	0.477	0.608	83.688	78.860
24	0.476	0.589	83.612	79.970
25	0.469	0.755	84.048	75.400
26	0.470	0.584	83.826	80.210
27	0.458	0.737	84.270	76.330
28	0.451	0.658	84.558	78.950
29	0.468	0.749	83.884	75.720
30	0.450	0.739	84.564	75.640
31	0.441	0.967	84.796	73.350
32	0.273	0.283	90.630	90.270
33	0.210	0.265	92.964	90.980
34	0.187	0.259	93.602	91.450
35	0.169	0.250	94.266	91.550
36	0.157	0.252	94.628	91.700
37	0.144	0.256	95.128	91.530
38	0.137	0.260	95.214	91.460
39	0.126	0.271	95.660	91.450
40	0.122	0.272	95.768	91.280
41	0.116	0.267	96.004	91.520
42	0.109	0.267	96.186	91.920
43	0.104	0.288	96.438	91.040
44	0.099	0.286	96.592	91.120
45	0.098	0.282	96.598	91.200
46	0.095	0.314	96.742	91.020
47	0.091	0.286	96.786	91.440
48	0.092	0.281	96.810	91.570
49	0.088	0.307	96.996	90.910
50	0.083	0.295	97.128	91.270
51	0.088	0.328	96.974	90.960
52	0.053	0.251	98.342	92.700
53	0.034	0.251	99.100	92.820
54	0.029	0.253	99.244	92.860
55	0.026	0.254	99.284	93.070
56	0.025	0.258	99.328	93.100
57	0.022	0.260	99.482	93.020
58	0.020	0.264	99.496	92.880
59	0.019	0.265	99.594	93.050
60	0.017	0.271	99.648	92.890
