Epoch	Train loss	Test loss	Train Acc	Test Acc
1	5.260	4.628	1.238	1.240
2	4.525	4.383	2.096	3.370
3	4.269	4.083	4.590	6.450
4	3.987	3.852	8.076	9.490
5	3.726	3.656	11.606	13.240
6	3.486	3.430	15.826	17.020
7	3.238	3.232	20.206	21.820
8	2.963	2.950	25.456	26.190
9	2.744	3.148	29.616	24.930
10	2.578	2.840	32.858	28.470
11	2.444	2.805	35.836	30.480
12	2.309	2.766	38.162	33.390
13	2.200	2.937	40.772	30.940
14	2.115	2.525	43.022	35.880
15	2.040	2.399	44.508	38.990
16	1.986	2.174	45.504	42.550
17	1.938	2.204	46.904	43.010
18	1.882	2.199	48.422	41.750
19	1.832	2.133	49.436	45.000
20	1.817	2.235	49.918	42.910
21	1.759	2.371	51.156	39.930
22	1.734	1.846	51.784	50.010
23	1.694	2.032	52.818	46.710
24	1.663	2.145	53.816	45.240
25	1.632	1.961	54.254	48.240
26	1.626	2.216	54.438	44.720
27	1.610	1.924	55.116	48.790
28	1.581	2.147	55.478	45.980
29	1.572	1.984	55.738	48.320
30	1.543	1.977	56.752	47.260
31	1.527	2.071	57.060	47.460
32	1.050	1.166	69.448	66.570
33	0.894	1.155	73.284	67.130
34	0.827	1.119	75.202	68.370
35	0.775	1.114	76.468	68.020
36	0.741	1.105	77.440	68.900
37	0.703	1.155	78.470	68.360
38	0.670	1.139	79.514	69.100
39	0.636	1.164	80.116	68.530
40	0.611	1.184	80.952	68.560
41	0.586	1.175	81.774	68.500
42	0.571	1.182	82.312	69.000
43	0.551	1.206	82.770	68.520
44	0.526	1.263	83.376	68.180
45	0.515	1.253	83.836	68.190
46	0.500	1.241	84.428	68.670
47	0.484	1.315	84.694	67.700
48	0.475	1.325	84.818	67.720
49	0.457	1.358	85.502	68.090
50	0.452	1.309	85.436	67.930
51	0.441	1.368	85.888	67.640
52	0.284	1.148	91.534	71.750
53	0.221	1.147	93.644	72.190
54	0.196	1.162	94.528	72.360
55	0.176	1.164	95.216	72.650
56	0.165	1.181	95.556	72.570
57	0.155	1.195	95.894	72.330
58	0.143	1.202	96.178	72.440
59	0.138	1.215	96.450	72.550
60	0.129	1.229	96.724	72.500
