Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.770	1.998	14.616	23.920
2	1.867	1.802	27.868	31.960
3	1.670	1.651	37.078	37.790
4	1.515	1.445	44.020	46.160
5	1.290	1.252	52.852	54.530
6	1.081	1.171	60.974	58.450
7	0.951	0.960	66.164	65.820
8	0.877	0.968	68.934	66.980
9	0.795	0.915	72.206	68.050
10	0.725	0.703	74.624	76.030
11	0.663	0.828	77.082	72.530
12	0.636	0.682	78.028	76.490
13	0.609	0.713	78.824	75.600
14	0.580	0.798	79.848	74.150
15	0.567	0.666	80.504	77.710
16	0.553	0.622	81.010	78.670
17	0.539	0.885	81.522	69.620
18	0.529	0.680	81.940	77.380
19	0.516	0.672	82.244	77.370
20	0.509	0.814	82.560	73.910
21	0.498	0.675	82.924	78.120
22	0.492	0.678	83.086	78.090
23	0.482	0.739	83.436	75.190
24	0.478	0.664	83.460	78.120
25	0.469	0.606	84.016	79.670
26	0.463	0.677	84.042	78.240
27	0.455	0.793	84.570	75.850
28	0.454	0.638	84.430	78.820
29	0.450	0.596	84.618	80.550
30	0.443	0.573	84.816	81.000
31	0.441	0.674	84.762	78.070
32	0.272	0.272	90.826	90.650
33	0.213	0.261	92.730	90.870
34	0.191	0.265	93.596	91.080
35	0.177	0.258	93.914	91.410
36	0.162	0.254	94.434	91.740
37	0.150	0.247	94.820	91.770
38	0.146	0.248	95.026	91.840
39	0.136	0.242	95.252	92.100
40	0.127	0.277	95.624	91.130
41	0.121	0.273	95.880	91.450
42	0.117	0.264	95.896	91.290
43	0.111	0.251	96.102	91.860
44	0.110	0.257	96.148	91.960
45	0.103	0.288	96.506	91.340
46	0.102	0.254	96.366	92.170
47	0.100	0.277	96.556	91.520
48	0.099	0.278	96.580	91.410
49	0.096	0.262	96.710	91.950
50	0.094	0.309	96.836	90.640
51	0.092	0.268	96.818	91.850
52	0.058	0.229	98.178	93.200
53	0.044	0.227	98.722	93.250
54	0.038	0.226	98.906	93.260
55	0.035	0.225	98.984	93.380
56	0.032	0.229	99.106	93.430
57	0.029	0.232	99.142	93.440
58	0.026	0.234	99.254	93.440
59	0.025	0.235	99.310	93.380
60	0.025	0.236	99.286	93.350
