Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.549	1.953	17.256	28.650
2	1.826	1.596	31.118	40.150
3	1.580	1.505	41.502	45.100
4	1.359	1.322	50.456	52.200
5	1.163	1.050	58.436	62.870
6	0.994	1.017	64.708	64.300
7	0.845	0.802	70.312	71.870
8	0.743	0.818	74.228	71.940
9	0.669	0.659	76.892	76.760
10	0.613	0.640	78.842	77.870
11	0.581	0.667	79.870	77.180
12	0.568	0.898	80.278	70.420
13	0.543	0.647	81.296	78.130
14	0.525	0.612	81.916	79.580
15	0.513	0.580	82.330	80.600
16	0.509	0.601	82.374	79.650
17	0.492	0.717	83.214	77.740
18	0.489	0.654	83.094	77.780
19	0.475	0.591	83.724	79.990
20	0.463	0.572	84.154	80.470
21	0.462	0.590	84.042	79.810
22	0.451	0.697	84.488	78.460
23	0.446	0.808	84.762	74.700
24	0.443	0.658	84.908	78.430
25	0.439	0.593	84.936	80.360
26	0.430	0.625	85.318	78.860
27	0.424	0.999	85.526	72.020
28	0.421	0.681	85.456	78.260
29	0.420	0.639	85.528	79.240
30	0.419	0.536	85.494	81.680
31	0.409	0.852	86.092	75.020
32	0.244	0.250	91.702	91.550
33	0.188	0.229	93.654	92.100
34	0.162	0.220	94.396	92.610
35	0.145	0.225	95.142	92.340
36	0.134	0.226	95.460	92.510
37	0.122	0.220	95.780	92.650
38	0.114	0.235	96.176	92.390
39	0.105	0.238	96.446	92.300
40	0.098	0.245	96.548	92.490
41	0.097	0.242	96.706	92.570
42	0.089	0.229	97.024	92.940
43	0.086	0.250	97.060	91.980
44	0.079	0.268	97.282	91.910
45	0.078	0.263	97.300	92.180
46	0.073	0.263	97.540	91.990
47	0.076	0.270	97.442	91.990
48	0.071	0.246	97.672	92.510
49	0.071	0.250	97.552	92.380
50	0.066	0.245	97.804	92.620
51	0.070	0.307	97.688	91.280
52	0.040	0.221	98.762	93.530
53	0.027	0.216	99.254	93.720
54	0.024	0.218	99.380	93.870
55	0.021	0.218	99.456	93.950
56	0.019	0.220	99.520	93.820
57	0.017	0.221	99.582	93.970
58	0.016	0.217	99.594	94.130
59	0.016	0.223	99.596	94.020
60	0.013	0.227	99.714	93.890
