Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.616	2.148	12.522	18.760
2	1.969	1.849	22.794	30.730
3	1.751	1.631	33.798	39.000
4	1.531	1.438	43.214	47.620
5	1.299	1.298	52.468	53.720
6	1.111	1.102	59.912	61.830
7	0.954	0.962	65.990	65.720
8	0.849	0.896	70.198	68.100
9	0.750	0.786	73.990	72.480
10	0.685	0.732	76.102	75.620
11	0.639	0.674	77.864	77.340
12	0.610	1.155	78.830	65.630
13	0.585	0.629	80.104	78.370
14	0.567	0.918	80.522	69.980
15	0.550	0.777	80.940	73.760
16	0.543	0.847	81.432	71.800
17	0.518	0.855	82.206	73.180
18	0.514	0.632	82.290	78.340
19	0.504	0.628	82.502	78.760
20	0.485	0.523	83.316	82.350
21	0.480	0.565	83.362	80.360
22	0.479	0.776	83.528	76.030
23	0.463	0.580	84.282	79.680
24	0.463	0.755	84.064	76.280
25	0.456	0.758	84.410	76.300
26	0.444	0.750	84.876	76.570
27	0.445	0.771	84.734	75.370
28	0.440	0.540	85.032	81.850
29	0.434	0.623	85.106	79.870
30	0.432	0.571	85.194	81.190
31	0.423	0.759	85.420	76.440
32	0.261	0.267	91.228	90.630
33	0.197	0.253	93.408	91.560
34	0.176	0.238	93.866	92.020
35	0.158	0.253	94.574	91.890
36	0.146	0.242	94.946	92.060
37	0.135	0.227	95.308	92.560
38	0.127	0.251	95.692	91.910
39	0.116	0.250	95.980	91.980
40	0.111	0.265	96.146	91.770
41	0.107	0.256	96.274	91.900
42	0.097	0.249	96.514	92.330
43	0.096	0.253	96.706	92.100
44	0.088	0.255	97.032	92.150
45	0.089	0.270	96.914	92.030
46	0.087	0.267	96.946	92.240
47	0.082	0.262	97.124	92.110
48	0.079	0.265	97.326	92.020
49	0.076	0.282	97.410	91.780
50	0.078	0.282	97.288	91.680
51	0.078	0.255	97.354	92.390
52	0.044	0.213	98.616	93.630
53	0.030	0.213	99.144	93.770
54	0.027	0.216	99.270	93.880
55	0.024	0.215	99.312	93.950
56	0.021	0.219	99.452	93.940
57	0.019	0.224	99.526	93.840
58	0.018	0.225	99.538	93.920
59	0.017	0.231	99.564	93.890
60	0.014	0.231	99.658	93.810
