Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.481	1.786	20.386	33.440
2	1.690	1.514	36.422	43.400
3	1.466	1.391	45.890	50.050
4	1.275	1.218	53.754	56.640
5	1.069	1.010	62.004	64.450
6	0.934	0.949	66.534	67.110
7	0.828	0.766	70.690	73.520
8	0.729	0.723	74.578	75.010
9	0.667	0.729	76.884	74.690
10	0.622	0.650	78.512	78.160
11	0.583	0.679	79.866	76.810
12	0.569	0.931	80.302	72.450
13	0.549	0.729	81.136	75.770
14	0.530	0.956	81.814	69.890
15	0.517	0.686	82.140	77.050
16	0.508	0.765	82.496	74.630
17	0.490	0.569	83.244	81.700
18	0.487	0.565	83.294	80.790
19	0.476	0.593	83.432	79.720
20	0.463	0.581	84.206	80.260
21	0.460	0.617	84.272	79.150
22	0.452	0.804	84.560	76.040
23	0.445	0.860	84.742	73.520
24	0.445	0.581	84.746	80.280
25	0.436	0.655	85.094	78.520
26	0.424	0.565	85.494	81.730
27	0.426	0.708	85.456	77.190
28	0.421	0.574	85.700	81.410
29	0.417	0.729	85.648	77.510
30	0.411	0.728	85.972	76.610
31	0.409	0.707	86.046	78.440
32	0.240	0.252	91.922	91.560
33	0.180	0.236	93.904	91.960
34	0.159	0.224	94.616	92.530
35	0.143	0.236	95.134	92.250
36	0.132	0.224	95.446	92.780
37	0.119	0.227	95.996	92.650
38	0.112	0.235	96.218	92.410
39	0.104	0.239	96.480	92.600
40	0.098	0.234	96.596	92.870
41	0.094	0.245	96.724	92.540
42	0.084	0.263	97.212	92.280
43	0.086	0.241	97.052	92.600
44	0.079	0.234	97.358	92.700
45	0.077	0.241	97.380	92.710
46	0.071	0.256	97.630	92.490
47	0.073	0.251	97.502	92.520
48	0.070	0.268	97.586	92.180
49	0.069	0.283	97.720	92.200
50	0.069	0.265	97.614	92.490
51	0.066	0.301	97.732	91.990
52	0.039	0.227	98.772	93.660
53	0.025	0.222	99.316	93.720
54	0.022	0.224	99.420	93.890
55	0.020	0.229	99.486	93.680
56	0.019	0.226	99.494	93.760
57	0.016	0.228	99.600	93.940
58	0.014	0.230	99.668	93.800
59	0.014	0.231	99.676	93.910
60	0.012	0.234	99.696	93.820
