0	4.705	5.998
1	3.670	12.776
2	3.321	18.924
3	3.005	24.366
4	2.701	30.166
5	2.429	35.818
6	2.220	40.186
7	2.076	43.544
8	1.965	45.822
9	1.866	48.360
10	1.798	49.904
11	1.738	51.432
12	1.692	52.760
13	1.643	53.642
14	1.612	54.496
15	1.570	55.602
16	1.543	56.268
17	1.506	57.164
18	1.483	57.778
19	1.461	58.314
20	1.443	58.968
21	1.430	59.088
22	1.404	59.912
23	1.388	60.204
24	1.377	60.852
25	1.359	61.154
26	1.346	61.482
27	1.343	61.566
28	1.331	61.912
29	1.322	62.002
30	1.308	62.496
31	0.824	75.808
32	0.672	79.762
33	0.608	81.588
34	0.555	82.938
35	0.515	84.084
36	0.475	85.380
37	0.442	86.276
38	0.407	87.334
39	0.371	88.410
40	0.351	88.942
41	0.332	89.660
42	0.304	90.508
43	0.289	90.988
44	0.270	91.496
45	0.259	91.986
46	0.245	92.260
47	0.230	92.892
48	0.230	92.800
49	0.227	92.844
50	0.219	93.082
51	0.120	96.938
52	0.084	98.130
53	0.072	98.628
54	0.063	98.884
55	0.059	98.940
56	0.055	99.030
57	0.051	99.174
58	0.048	99.216
59	0.046	99.252
