0	3.862	12.700
1	3.147	22.714
2	2.769	29.656
3	2.523	34.238
4	2.337	38.320
5	2.194	41.314
6	2.081	43.912
7	1.983	45.960
8	1.904	47.548
9	1.833	49.506
10	1.775	50.752
11	1.721	52.210
12	1.683	53.064
13	1.647	53.806
14	1.613	54.758
15	1.577	55.548
16	1.548	56.312
17	1.518	57.002
18	1.487	57.812
19	1.472	58.276
20	1.453	58.814
21	1.432	59.078
22	1.410	59.722
23	1.401	60.182
24	1.391	60.358
25	1.357	61.056
26	1.357	60.918
27	1.350	61.400
28	1.346	61.358
29	1.324	61.906
30	1.316	62.302
31	0.842	75.468
32	0.691	79.300
33	0.631	80.976
34	0.575	82.524
35	0.538	83.570
36	0.502	84.578
37	0.468	85.398
38	0.436	86.704
39	0.398	87.802
40	0.375	88.420
41	0.351	89.096
42	0.327	89.940
43	0.300	90.628
44	0.291	91.056
45	0.270	91.742
46	0.256	92.092
47	0.240	92.672
48	0.234	92.692
49	0.225	93.106
50	0.222	93.124
51	0.130	96.600
52	0.092	98.008
53	0.082	98.278
54	0.074	98.536
55	0.070	98.644
56	0.066	98.730
57	0.060	98.964
58	0.059	98.946
59	0.055	99.090
