0	3.721	32.056
1	1.383	49.468
2	1.183	57.720
3	1.053	62.518
4	0.957	66.298
5	0.868	69.488
6	0.794	72.240
7	0.726	74.664
8	0.670	76.664
9	0.620	78.662
10	0.588	79.722
11	0.571	80.474
12	0.550	81.112
13	0.539	81.454
14	0.528	81.740
15	0.532	81.784
16	0.510	82.290
17	0.508	82.584
18	0.507	82.502
19	0.489	83.100
20	0.485	83.222
21	0.471	83.750
22	0.467	83.962
23	0.463	84.018
24	0.460	84.232
25	0.454	84.472
26	0.449	84.512
27	0.448	84.610
28	0.443	84.728
29	0.444	84.736
30	0.438	85.024
31	0.261	91.260
32	0.205	92.992
33	0.184	93.818
34	0.169	94.222
35	0.157	94.620
36	0.144	95.072
37	0.135	95.380
38	0.125	95.692
39	0.119	95.932
40	0.117	96.022
41	0.107	96.250
42	0.103	96.428
43	0.096	96.744
44	0.091	96.978
45	0.091	96.902
46	0.087	96.992
47	0.085	97.010
48	0.085	97.056
49	0.079	97.324
50	0.080	97.216
51	0.051	98.420
52	0.036	98.970
53	0.032	99.090
54	0.030	99.196
55	0.027	99.310
56	0.025	99.380
57	0.024	99.386
58	0.022	99.476
59	0.020	99.506
