0	5.270	3.252
1	4.031	7.518
2	3.763	10.946
3	3.514	15.056
4	3.242	20.094
5	2.966	24.968
6	2.709	30.036
7	2.489	34.454
8	2.337	37.672
9	2.211	40.448
10	2.097	43.070
11	2.000	45.472
12	1.924	47.060
13	1.850	48.510
14	1.803	49.822
15	1.745	51.442
16	1.712	52.100
17	1.671	53.360
18	1.642	53.934
19	1.610	54.570
20	1.582	55.264
21	1.569	55.622
22	1.534	56.540
23	1.531	56.798
24	1.504	57.428
25	1.486	57.820
26	1.475	58.184
27	1.468	58.416
28	1.450	59.016
29	1.435	59.274
30	1.437	59.178
31	0.941	72.326
32	0.789	76.426
33	0.720	78.350
34	0.662	80.082
35	0.624	81.008
36	0.581	82.212
37	0.546	83.086
38	0.512	84.140
39	0.480	85.024
40	0.451	85.852
41	0.431	86.490
42	0.409	86.990
43	0.387	87.776
44	0.370	88.256
45	0.363	88.422
46	0.341	89.290
47	0.335	89.412
48	0.313	90.096
49	0.312	90.120
50	0.316	89.856
51	0.180	94.948
52	0.127	96.858
53	0.109	97.522
54	0.097	97.866
55	0.093	97.898
56	0.084	98.206
57	0.078	98.360
58	0.075	98.564
59	0.069	98.720
