0	4.150	9.888
1	3.243	20.154
2	2.733	29.474
3	2.398	36.248
4	2.169	41.356
5	2.004	45.148
6	1.865	48.460
7	1.779	50.500
8	1.697	52.332
9	1.641	53.882
10	1.589	55.350
11	1.537	56.410
12	1.518	57.006
13	1.476	57.964
14	1.450	58.622
15	1.423	59.484
16	1.398	59.906
17	1.372	60.830
18	1.352	60.960
19	1.338	61.478
20	1.321	62.042
21	1.307	62.548
22	1.285	62.878
23	1.281	63.030
24	1.268	63.332
25	1.252	63.814
26	1.239	64.106
27	1.238	64.206
28	1.227	64.384
29	1.218	64.884
30	1.203	65.204
31	0.734	78.146
32	0.586	82.258
33	0.519	84.224
34	0.471	85.514
35	0.428	86.818
36	0.394	87.970
37	0.364	88.798
38	0.331	89.732
39	0.300	90.646
40	0.279	91.258
41	0.262	91.922
42	0.240	92.620
43	0.226	92.900
44	0.212	93.432
45	0.200	93.848
46	0.186	94.252
47	0.188	94.224
48	0.171	94.794
49	0.174	94.700
50	0.167	94.928
51	0.095	97.562
52	0.064	98.732
53	0.056	98.916
54	0.049	99.164
55	0.046	99.222
56	0.042	99.370
57	0.039	99.424
58	0.037	99.472
59	0.034	99.592
