0	7.782	1.546
1	4.297	3.906
2	3.867	9.084
3	3.499	15.004
4	3.143	21.900
5	2.814	27.822
6	2.540	33.196
7	2.342	37.562
8	2.179	41.122
9	2.028	44.448
10	1.913	47.286
11	1.822	49.580
12	1.752	50.984
13	1.683	52.916
14	1.634	53.952
15	1.582	55.102
16	1.549	55.918
17	1.513	57.110
18	1.473	58.118
19	1.469	58.174
20	1.423	59.310
21	1.408	59.540
22	1.388	60.354
23	1.365	60.898
24	1.348	61.236
25	1.335	61.766
26	1.322	62.068
27	1.304	62.364
28	1.291	62.752
29	1.280	62.968
30	1.281	63.268
31	0.797	76.588
32	0.629	81.248
33	0.556	83.168
34	0.497	84.984
35	0.449	86.336
36	0.404	87.576
37	0.365	88.868
38	0.334	89.842
39	0.303	90.724
40	0.284	91.246
41	0.253	92.308
42	0.235	92.750
43	0.219	93.272
44	0.204	93.754
45	0.195	94.138
46	0.181	94.612
47	0.175	94.742
48	0.168	95.024
49	0.157	95.312
50	0.167	94.986
51	0.081	98.092
52	0.051	99.012
53	0.042	99.272
54	0.035	99.432
55	0.031	99.552
56	0.029	99.584
57	0.027	99.676
58	0.024	99.698
59	0.023	99.742
