0	3.864	12.686
1	3.065	24.082
2	2.623	32.548
3	2.323	38.412
4	2.097	43.280
5	1.928	47.104
6	1.807	49.962
7	1.705	52.498
8	1.642	54.016
9	1.581	55.688
10	1.541	56.388
11	1.506	57.214
12	1.467	58.166
13	1.454	58.686
14	1.420	59.566
15	1.395	60.080
16	1.373	60.488
17	1.354	61.272
18	1.320	62.278
19	1.318	61.898
20	1.299	62.538
21	1.275	63.180
22	1.268	63.472
23	1.249	63.820
24	1.234	64.126
25	1.228	64.292
26	1.205	65.144
27	1.204	64.874
28	1.186	65.650
29	1.178	65.930
30	1.179	65.758
31	0.685	79.816
32	0.523	84.280
33	0.454	86.376
34	0.397	87.770
35	0.349	89.384
36	0.304	90.722
37	0.271	91.870
38	0.238	92.882
39	0.207	93.748
40	0.192	94.234
41	0.166	95.154
42	0.150	95.680
43	0.134	96.152
44	0.125	96.304
45	0.116	96.832
46	0.112	96.934
47	0.105	97.122
48	0.100	97.284
49	0.091	97.598
50	0.090	97.604
51	0.049	98.996
52	0.032	99.486
53	0.027	99.626
54	0.023	99.688
55	0.020	99.796
56	0.020	99.764
57	0.019	99.784
58	0.017	99.836
59	0.016	99.808
