0	4.803	15.154
1	2.030	22.504
2	1.804	30.220
3	1.640	37.418
4	1.506	43.194
5	1.360	49.440
6	1.171	57.168
7	1.024	63.386
8	0.927	66.814
9	0.856	69.670
10	0.789	72.178
11	0.747	73.880
12	0.705	75.460
13	0.672	76.494
14	0.647	77.566
15	0.617	78.576
16	0.602	79.274
17	0.580	80.012
18	0.552	80.758
19	0.533	81.582
20	0.527	81.984
21	0.512	82.424
22	0.499	82.800
23	0.493	83.004
24	0.482	83.352
25	0.479	83.584
26	0.469	83.992
27	0.461	84.172
28	0.460	84.078
29	0.458	84.062
30	0.448	84.602
31	0.275	90.722
32	0.218	92.592
33	0.198	93.282
34	0.183	93.682
35	0.169	94.208
36	0.157	94.646
37	0.151	94.768
38	0.142	95.078
39	0.133	95.440
40	0.122	95.874
41	0.122	95.756
42	0.116	96.052
43	0.113	96.116
44	0.107	96.296
45	0.105	96.340
46	0.103	96.420
47	0.096	96.688
48	0.094	96.710
49	0.093	96.774
50	0.093	96.816
51	0.056	98.270
52	0.041	98.822
53	0.035	99.036
54	0.034	99.080
55	0.031	99.180
56	0.029	99.240
57	0.026	99.360
58	0.026	99.346
59	0.024	99.372
