0	5.344	2.946
1	3.971	8.070
2	3.599	13.654
3	3.277	19.734
4	2.977	25.210
5	2.708	30.132
6	2.472	35.064
7	2.289	38.810
8	2.139	42.022
9	2.024	44.390
10	1.928	46.892
11	1.843	49.176
12	1.786	50.376
13	1.736	51.626
14	1.685	52.776
15	1.638	53.926
16	1.609	54.630
17	1.564	55.754
18	1.531	56.892
19	1.515	57.164
20	1.469	58.206
21	1.451	58.606
22	1.431	59.136
23	1.406	59.788
24	1.378	60.620
25	1.362	61.056
26	1.347	61.370
27	1.337	61.602
28	1.320	62.158
29	1.306	62.370
30	1.298	62.812
31	0.806	76.366
32	0.642	80.792
33	0.570	82.812
34	0.509	84.502
35	0.459	85.960
36	0.413	87.318
37	0.378	88.266
38	0.341	89.566
39	0.305	90.568
40	0.282	91.328
41	0.256	92.156
42	0.240	92.592
43	0.220	93.252
44	0.204	93.744
45	0.190	94.364
46	0.185	94.410
47	0.169	94.924
48	0.161	95.144
49	0.162	95.124
50	0.157	95.280
51	0.078	98.148
52	0.050	99.056
53	0.040	99.304
54	0.034	99.480
55	0.030	99.566
56	0.028	99.636
57	0.026	99.622
58	0.025	99.650
59	0.023	99.700
