0	4.527	11.794
1	2.155	17.532
2	1.997	21.752
3	1.856	27.384
4	1.665	35.810
5	1.497	43.610
6	1.321	51.318
7	1.170	57.652
8	1.040	62.778
9	0.944	66.276
10	0.865	69.048
11	0.806	71.224
12	0.757	73.360
13	0.709	75.176
14	0.679	76.436
15	0.649	77.406
16	0.627	78.206
17	0.612	78.690
18	0.595	79.312
19	0.565	80.434
20	0.558	80.654
21	0.546	81.390
22	0.525	81.964
23	0.515	81.924
24	0.504	82.552
25	0.496	82.952
26	0.487	83.322
27	0.477	83.556
28	0.467	83.884
29	0.464	83.930
30	0.453	84.296
31	0.279	90.578
32	0.225	92.286
33	0.202	92.994
34	0.188	93.564
35	0.170	94.174
36	0.162	94.360
37	0.153	94.792
38	0.148	94.892
39	0.137	95.272
40	0.131	95.434
41	0.126	95.604
42	0.119	95.856
43	0.114	96.088
44	0.110	96.190
45	0.106	96.306
46	0.107	96.280
47	0.102	96.526
48	0.099	96.644
49	0.096	96.638
50	0.099	96.602
51	0.060	98.146
52	0.045	98.710
53	0.038	98.984
54	0.036	99.108
55	0.033	99.176
56	0.029	99.310
57	0.028	99.330
58	0.028	99.330
59	0.026	99.424
