0	3.884	12.522
1	3.109	23.240
2	2.758	29.608
3	2.527	34.254
4	2.355	38.020
5	2.223	40.628
6	2.118	42.976
7	2.029	44.918
8	1.940	47.014
9	1.862	49.024
10	1.785	50.714
11	1.747	51.370
12	1.688	53.078
13	1.657	53.852
14	1.611	54.980
15	1.572	55.938
16	1.539	56.732
17	1.506	57.542
18	1.462	58.748
19	1.454	58.616
20	1.428	59.268
21	1.409	59.780
22	1.392	60.484
23	1.373	60.964
24	1.351	61.092
25	1.331	61.940
26	1.328	62.150
27	1.315	62.206
28	1.284	63.208
29	1.283	63.066
30	1.283	63.040
31	0.782	77.238
32	0.616	81.754
33	0.545	83.636
34	0.486	85.224
35	0.435	86.776
36	0.390	88.168
37	0.354	89.146
38	0.315	90.446
39	0.279	91.528
40	0.258	92.142
41	0.224	93.260
42	0.205	93.994
43	0.186	94.434
44	0.171	95.064
45	0.159	95.464
46	0.154	95.488
47	0.141	95.970
48	0.129	96.322
49	0.127	96.428
50	0.123	96.566
51	0.064	98.680
52	0.041	99.354
53	0.035	99.454
54	0.030	99.592
55	0.027	99.644
56	0.025	99.674
57	0.024	99.662
58	0.023	99.720
59	0.021	99.738
