0	4.033	16.586
1	1.998	23.252
2	1.781	30.440
3	1.591	39.680
4	1.445	46.188
5	1.311	51.962
6	1.181	57.374
7	1.058	61.984
8	0.965	65.500
9	0.901	67.810
10	0.829	70.720
11	0.782	72.406
12	0.736	74.078
13	0.689	75.876
14	0.677	76.502
15	0.638	77.800
16	0.618	78.470
17	0.603	79.112
18	0.570	80.254
19	0.557	80.650
20	0.547	81.178
21	0.535	81.650
22	0.517	82.106
23	0.508	82.570
24	0.497	82.824
25	0.488	83.242
26	0.512	82.422
27	0.495	83.006
28	0.480	83.400
29	0.470	83.774
30	0.455	84.348
31	0.289	90.150
32	0.230	92.136
33	0.210	92.782
34	0.194	93.260
35	0.179	93.756
36	0.168	94.160
37	0.162	94.398
38	0.151	94.734
39	0.141	95.124
40	0.132	95.390
41	0.128	95.548
42	0.124	95.840
43	0.119	95.854
44	0.119	95.854
45	0.110	96.150
46	0.110	96.124
47	0.107	96.300
48	0.104	96.396
49	0.102	96.526
50	0.099	96.558
51	0.063	97.950
52	0.046	98.676
53	0.041	98.870
54	0.038	98.930
55	0.035	99.048
56	0.033	99.072
57	0.029	99.294
58	0.029	99.264
59	0.027	99.328
