0	3.643	26.870
1	1.503	44.442
2	1.316	52.274
3	1.143	59.018
4	1.029	63.126
5	0.942	66.312
6	0.879	68.926
7	0.819	71.100
8	0.773	72.978
9	0.724	74.682
10	0.673	76.574
11	0.635	78.004
12	0.611	79.030
13	0.592	79.778
14	0.568	80.416
15	0.558	80.782
16	0.544	81.252
17	0.539	81.498
18	0.526	81.866
19	0.513	82.410
20	0.509	82.596
21	0.506	82.586
22	0.496	82.818
23	0.489	83.188
24	0.484	83.202
25	0.474	83.612
26	0.473	83.848
27	0.466	83.952
28	0.467	83.862
29	0.466	83.910
30	0.456	84.216
31	0.280	90.492
32	0.224	92.364
33	0.205	92.886
34	0.190	93.486
35	0.177	93.962
36	0.165	94.240
37	0.160	94.458
38	0.151	94.800
39	0.143	95.020
40	0.133	95.426
41	0.129	95.572
42	0.121	95.816
43	0.121	95.750
44	0.113	96.014
45	0.112	96.104
46	0.107	96.326
47	0.103	96.472
48	0.101	96.474
49	0.097	96.654
50	0.098	96.614
51	0.060	98.098
52	0.048	98.610
53	0.043	98.716
54	0.040	98.876
55	0.038	98.932
56	0.035	99.040
57	0.033	99.102
58	0.032	99.136
59	0.029	99.260
