0	2.921	27.242
1	1.472	45.480
2	1.262	54.484
3	1.086	61.252
4	0.968	65.436
5	0.867	69.258
6	0.805	71.716
7	0.743	73.838
8	0.686	76.290
9	0.633	78.086
10	0.599	79.218
11	0.569	80.494
12	0.552	80.908
13	0.535	81.456
14	0.529	81.806
15	0.520	82.108
16	0.510	82.450
17	0.503	82.670
18	0.489	83.024
19	0.485	83.502
20	0.482	83.346
21	0.473	83.812
22	0.472	83.798
23	0.460	84.186
24	0.454	84.310
25	0.458	84.188
26	0.446	84.840
27	0.442	84.956
28	0.443	84.850
29	0.438	84.916
30	0.432	85.166
31	0.260	91.242
32	0.204	93.072
33	0.184	93.824
34	0.168	94.268
35	0.155	94.768
36	0.144	95.066
37	0.140	95.280
38	0.129	95.480
39	0.121	95.860
40	0.111	96.170
41	0.107	96.366
42	0.104	96.442
43	0.100	96.514
44	0.098	96.656
45	0.090	96.996
46	0.095	96.702
47	0.086	97.010
48	0.081	97.228
49	0.080	97.226
50	0.082	97.150
51	0.051	98.404
52	0.039	98.882
53	0.035	99.034
54	0.032	99.148
55	0.030	99.192
56	0.027	99.270
57	0.026	99.324
58	0.025	99.404
59	0.023	99.476
