0	2.556	34.098
1	1.330	51.766
2	1.099	60.890
3	0.957	66.108
4	0.848	70.132
5	0.749	73.940
6	0.673	76.496
7	0.624	78.378
8	0.590	79.682
9	0.550	81.076
10	0.537	81.464
11	0.523	81.920
12	0.514	82.362
13	0.506	82.486
14	0.503	82.786
15	0.497	82.968
16	0.480	83.460
17	0.485	83.406
18	0.470	83.792
19	0.462	84.066
20	0.460	84.162
21	0.447	84.564
22	0.448	84.774
23	0.442	84.910
24	0.431	85.308
25	0.429	85.406
26	0.424	85.436
27	0.419	85.678
28	0.416	85.554
29	0.418	85.484
30	0.411	85.860
31	0.243	91.818
32	0.184	93.742
33	0.165	94.438
34	0.146	95.024
35	0.136	95.400
36	0.119	95.926
37	0.113	96.168
38	0.105	96.368
39	0.098	96.680
40	0.093	96.762
41	0.084	97.196
42	0.081	97.256
43	0.075	97.452
44	0.071	97.576
45	0.071	97.592
46	0.068	97.694
47	0.065	97.816
48	0.063	97.870
49	0.060	97.998
50	0.060	97.914
51	0.038	98.864
52	0.026	99.298
53	0.022	99.430
54	0.020	99.542
55	0.019	99.558
56	0.017	99.558
57	0.016	99.588
58	0.015	99.654
59	0.014	99.690
