Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.848	3.335	12.144	19.630
2	3.039	3.017	24.228	26.770
3	2.589	2.561	32.510	33.510
4	2.291	2.263	38.672	40.270
5	2.100	2.171	42.952	42.080
6	1.963	2.107	46.120	43.370
7	1.868	2.001	48.388	45.690
8	1.771	2.340	50.556	40.630
9	1.722	2.064	52.014	46.050
10	1.670	2.112	52.978	45.770
11	1.629	1.910	54.314	48.620
12	1.593	1.862	54.978	50.230
13	1.560	2.345	55.976	42.440
14	1.532	2.310	56.528	43.980
15	1.506	1.738	57.190	52.970
16	1.480	2.083	57.890	46.390
17	1.469	1.806	58.238	51.660
18	1.446	1.786	58.728	53.060
19	1.431	2.285	59.168	43.660
20	1.420	1.871	59.732	50.980
21	1.396	1.728	60.344	54.700
22	1.395	1.939	60.162	50.670
23	1.372	1.964	60.774	50.110
24	1.368	1.930	60.842	51.190
25	1.357	1.954	61.082	49.110
26	1.354	1.689	61.226	54.910
27	1.338	1.828	61.432	51.480
28	1.322	2.005	61.928	49.310
29	1.314	1.669	62.050	55.330
30	1.313	1.773	62.356	53.890
31	1.298	2.051	62.330	50.350
32	0.847	1.026	75.096	70.740
33	0.703	0.998	79.058	71.480
34	0.646	0.998	80.398	71.810
35	0.603	1.006	81.588	72.000
36	0.567	1.005	82.550	72.260
37	0.532	1.032	83.636	72.170
38	0.505	1.033	84.404	72.380
39	0.480	1.090	85.226	71.200
40	0.455	1.040	85.980	72.270
41	0.430	1.082	86.726	71.840
42	0.412	1.113	87.130	71.020
43	0.394	1.101	87.816	71.960
44	0.371	1.153	88.520	71.130
45	0.354	1.117	88.916	71.520
46	0.346	1.166	89.006	71.280
47	0.335	1.175	89.466	71.110
48	0.323	1.220	89.818	70.490
49	0.314	1.227	90.242	70.680
50	0.303	1.221	90.450	71.230
51	0.297	1.228	90.762	70.690
52	0.186	1.065	94.868	73.980
53	0.149	1.068	96.242	74.520
54	0.134	1.075	96.776	74.130
55	0.124	1.079	97.034	74.470
56	0.117	1.087	97.242	74.450
57	0.112	1.086	97.420	74.200
58	0.105	1.093	97.614	74.350
59	0.101	1.102	97.762	74.260
60	0.099	1.113	97.772	74.380
