Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.822	3.301	12.364	20.070
2	3.127	3.080	22.982	24.820
3	2.798	2.737	28.810	30.410
4	2.566	2.607	33.218	32.940
5	2.404	2.467	36.680	35.660
6	2.276	2.411	39.486	37.060
7	2.173	2.190	41.874	41.430
8	2.064	2.411	44.026	37.680
9	1.978	2.170	45.908	42.800
10	1.903	2.360	47.732	40.410
11	1.855	2.057	48.744	45.630
12	1.802	2.152	49.962	44.720
13	1.750	2.125	51.340	44.410
14	1.711	2.233	52.178	44.350
15	1.681	1.977	53.264	48.390
16	1.639	2.231	54.118	43.280
17	1.616	2.295	54.724	43.140
18	1.592	2.028	55.318	47.010
19	1.563	2.276	55.928	42.720
20	1.544	2.115	56.366	47.150
21	1.525	1.824	56.994	51.360
22	1.506	2.024	57.324	47.900
23	1.493	2.018	57.834	47.630
24	1.482	2.014	58.090	47.960
25	1.456	2.098	58.606	47.930
26	1.464	1.930	58.090	50.240
27	1.444	1.970	58.916	48.930
28	1.423	2.211	59.428	44.990
29	1.426	1.988	59.430	48.950
30	1.410	1.854	59.888	51.590
31	1.406	1.714	59.804	53.890
32	0.952	1.098	72.434	68.400
33	0.808	1.044	76.274	70.140
34	0.749	1.040	77.718	70.140
35	0.708	1.042	78.940	70.540
36	0.669	1.040	79.828	70.830
37	0.637	1.058	80.836	70.260
38	0.605	1.060	81.654	70.900
39	0.578	1.086	82.526	70.540
40	0.549	1.065	83.340	71.060
41	0.530	1.092	83.780	71.110
42	0.502	1.139	84.758	69.910
43	0.485	1.100	84.984	70.910
44	0.461	1.159	85.778	69.970
45	0.441	1.123	86.184	70.820
46	0.426	1.185	86.844	69.830
47	0.414	1.184	87.028	70.080
48	0.397	1.205	87.572	70.150
49	0.381	1.241	88.242	69.190
50	0.365	1.259	88.716	69.320
51	0.357	1.240	88.860	69.800
52	0.237	1.088	93.362	72.860
53	0.197	1.097	94.892	72.900
54	0.178	1.104	95.512	72.980
55	0.168	1.109	95.942	72.910
56	0.159	1.117	96.060	72.730
57	0.153	1.125	96.334	72.760
58	0.148	1.127	96.452	73.150
59	0.141	1.124	96.738	72.960
60	0.135	1.138	96.924	72.750
