Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.809	3.247	12.538	20.000
2	3.065	2.966	23.650	26.800
3	2.696	2.635	30.428	32.170
4	2.453	2.441	35.356	36.600
5	2.254	2.273	39.800	39.130
6	2.107	2.241	43.096	41.090
7	1.984	2.321	45.644	39.510
8	1.873	2.504	48.072	37.710
9	1.798	2.124	50.118	44.660
10	1.739	2.165	51.482	45.030
11	1.684	1.988	52.820	48.100
12	1.651	2.054	53.550	46.700
13	1.611	2.247	54.608	43.850
14	1.579	2.301	55.324	43.760
15	1.557	1.979	55.792	49.080
16	1.525	2.021	56.984	47.630
17	1.501	1.924	57.570	50.190
18	1.482	1.678	57.816	53.820
19	1.458	1.878	58.640	49.030
20	1.446	1.828	58.706	51.460
21	1.427	1.797	59.340	53.040
22	1.420	1.719	59.578	54.210
23	1.398	2.212	59.960	47.050
24	1.394	1.951	60.118	49.980
25	1.374	1.941	60.504	50.460
26	1.373	1.672	60.616	54.440
27	1.359	2.200	61.050	45.830
28	1.345	2.134	61.488	47.140
29	1.337	2.003	61.566	50.430
30	1.333	1.867	61.820	51.760
31	1.326	1.816	61.990	53.120
32	0.874	1.030	74.402	70.150
33	0.731	0.999	78.322	70.930
34	0.673	0.997	79.720	71.300
35	0.632	0.997	80.864	71.980
36	0.594	1.016	81.752	71.550
37	0.562	1.024	82.784	71.240
38	0.535	1.013	83.550	72.380
39	0.506	1.067	84.408	71.470
40	0.482	1.028	85.260	72.020
41	0.462	1.057	85.890	71.910
42	0.438	1.121	86.472	70.800
43	0.420	1.081	86.974	71.700
44	0.397	1.152	87.632	70.810
45	0.379	1.110	88.024	71.280
46	0.364	1.156	88.644	71.030
47	0.355	1.190	88.900	70.830
48	0.341	1.168	89.362	71.210
49	0.332	1.219	89.668	70.180
50	0.324	1.230	89.704	70.050
51	0.308	1.286	90.376	69.970
52	0.201	1.071	94.392	73.770
53	0.163	1.068	95.894	73.730
54	0.147	1.083	96.452	73.560
55	0.139	1.089	96.602	73.850
56	0.131	1.094	96.866	73.860
57	0.126	1.101	96.956	73.540
58	0.118	1.105	97.262	73.700
59	0.113	1.107	97.478	73.740
60	0.110	1.119	97.640	73.650
