Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.836	4.488	1.712	3.010
2	4.182	3.940	5.360	8.280
3	3.807	9.000	10.068	10.040
4	3.481	3.326	15.440	19.160
5	3.178	3.078	21.126	23.900
6	2.838	2.731	27.794	30.120
7	2.520	2.525	34.064	35.470
8	2.256	2.312	39.496	38.610
9	2.065	2.386	43.796	39.780
10	1.916	2.054	47.046	44.800
11	1.822	2.016	49.500	45.660
12	1.732	1.946	51.452	47.660
13	1.670	1.984	53.220	46.950
14	1.611	1.891	54.598	48.920
15	1.576	1.929	55.566	48.550
16	1.526	2.126	56.652	46.330
17	1.490	2.016	57.572	48.350
18	1.452	1.910	58.678	48.130
19	1.432	2.020	58.922	47.860
20	1.405	1.822	59.744	51.360
21	1.379	1.972	60.388	49.420
22	1.367	1.754	60.764	53.140
23	1.336	1.731	61.584	53.500
24	1.325	1.809	61.986	51.380
25	1.314	1.692	62.300	54.420
26	1.292	1.638	62.792	55.800
27	1.284	1.632	63.160	55.570
28	1.273	1.820	63.204	52.030
29	1.260	1.653	63.674	55.350
30	1.252	1.799	63.590	51.720
31	1.240	1.785	64.338	52.460
32	0.778	0.970	77.042	71.730
33	0.631	0.945	81.134	72.840
34	0.568	0.933	82.952	72.990
35	0.515	0.933	84.428	73.290
36	0.479	0.943	85.420	73.160
37	0.443	0.956	86.490	73.820
38	0.407	0.959	87.730	73.550
39	0.379	0.974	88.442	73.530
40	0.350	1.000	89.362	73.020
41	0.327	0.979	90.024	73.790
42	0.305	1.027	90.804	72.760
43	0.288	1.031	91.286	73.240
44	0.264	1.054	91.990	72.900
45	0.260	1.099	92.284	72.510
46	0.247	1.093	92.574	72.420
47	0.233	1.068	93.082	72.970
48	0.227	1.142	93.232	71.880
49	0.221	1.142	93.398	72.240
50	0.215	1.133	93.634	72.060
51	0.214	1.140	93.580	71.480
52	0.127	0.986	96.732	75.350
53	0.094	0.988	97.910	75.500
54	0.082	0.991	98.356	75.680
55	0.075	0.996	98.408	75.840
56	0.070	0.993	98.666	75.860
57	0.065	1.000	98.808	75.590
58	0.062	1.000	98.866	75.520
59	0.058	1.001	98.994	75.860
60	0.055	1.002	99.100	75.920
