Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.944	3.510	9.598	15.410
2	3.245	3.138	19.856	23.060
3	2.661	2.676	31.080	31.570
4	2.202	2.306	40.860	40.720
5	1.927	2.180	47.204	42.440
6	1.741	2.013	51.466	46.500
7	1.610	1.861	54.702	49.820
8	1.502	2.035	57.172	48.040
9	1.426	1.706	59.464	52.840
10	1.357	1.699	61.348	53.930
11	1.299	1.646	62.584	55.340
12	1.250	1.629	63.836	55.510
13	1.203	1.614	64.952	57.070
14	1.183	1.663	65.656	55.990
15	1.153	1.580	66.240	57.630
16	1.131	1.489	66.950	59.440
17	1.121	1.551	67.068	58.870
18	1.091	1.629	68.116	56.300
19	1.089	1.683	68.148	56.580
20	1.065	1.492	68.780	59.940
21	1.046	1.627	69.396	56.390
22	1.040	1.560	69.460	58.430
23	1.022	1.481	70.104	59.560
24	1.009	1.632	70.164	57.690
25	0.992	1.483	70.696	59.340
26	0.982	1.397	70.766	61.600
27	0.984	1.416	70.956	61.780
28	0.973	1.668	71.156	57.090
29	0.965	1.672	71.502	57.590
30	0.954	1.424	71.718	61.070
31	0.949	1.515	71.898	59.580
32	0.533	0.823	84.372	76.400
33	0.383	0.797	88.768	77.270
34	0.319	0.807	90.672	77.030
35	0.270	0.811	92.302	77.320
36	0.233	0.824	93.454	77.040
37	0.198	0.826	94.786	77.520
38	0.168	0.852	95.654	77.080
39	0.145	0.870	96.370	77.180
40	0.125	0.887	97.004	77.180
41	0.109	0.883	97.422	77.330
42	0.095	0.901	97.834	77.100
43	0.087	0.915	98.090	76.830
44	0.079	0.931	98.282	77.100
45	0.075	0.932	98.362	77.030
46	0.064	0.941	98.660	76.950
47	0.061	0.939	98.742	76.890
48	0.059	0.941	98.846	77.000
49	0.055	0.966	98.924	76.680
50	0.057	0.976	98.876	76.680
51	0.054	0.970	98.988	76.670
52	0.036	0.908	99.492	78.330
53	0.026	0.906	99.718	78.270
54	0.022	0.907	99.822	78.420
55	0.021	0.906	99.800	78.340
56	0.019	0.907	99.876	78.350
57	0.018	0.907	99.850	78.540
58	0.018	0.910	99.850	78.510
59	0.016	0.905	99.880	78.700
60	0.015	0.905	99.894	78.760
