Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.723	4.607	1.044	1.000
2	4.592	4.601	1.232	1.020
3	4.340	4.070	3.390	5.950
4	3.925	3.815	7.898	9.670
5	3.644	3.442	12.276	16.770
6	3.345	3.186	17.630	21.250
7	3.039	2.949	23.586	25.340
8	2.790	3.002	28.312	25.120
9	2.578	2.512	32.468	33.980
10	2.397	2.558	36.336	34.530
11	2.233	2.240	40.050	39.880
12	2.108	2.218	42.816	40.520
13	2.006	2.147	44.964	43.170
14	1.912	2.396	47.158	39.010
15	1.833	2.029	49.216	45.600
16	1.760	2.081	50.710	44.170
17	1.700	2.198	52.174	44.050
18	1.648	1.938	53.492	47.900
19	1.596	1.961	54.912	47.750
20	1.575	2.034	55.510	47.540
21	1.534	1.862	56.588	49.500
22	1.494	2.149	57.416	46.320
23	1.467	1.963	58.052	49.150
24	1.442	2.023	58.686	48.280
25	1.412	1.786	59.590	51.690
26	1.390	1.849	60.320	50.760
27	1.370	1.774	60.824	52.640
28	1.352	1.795	61.222	51.940
29	1.329	2.097	61.900	46.390
30	1.316	1.824	62.244	52.550
31	1.311	1.917	62.298	50.400
32	0.850	1.000	74.982	70.530
33	0.693	0.992	79.472	71.190
34	0.630	0.963	80.964	72.320
35	0.574	0.976	82.590	71.740
36	0.529	0.965	83.950	72.560
37	0.496	0.961	84.936	72.430
38	0.458	0.979	85.972	72.830
39	0.427	1.011	86.934	72.220
40	0.390	1.027	88.064	72.000
41	0.374	1.052	88.470	72.090
42	0.338	1.057	89.698	71.580
43	0.319	1.070	90.418	71.920
44	0.303	1.068	90.642	71.900
45	0.285	1.120	91.130	70.940
46	0.265	1.125	91.938	71.170
47	0.252	1.127	92.394	71.740
48	0.240	1.120	92.688	71.830
49	0.230	1.144	93.086	71.490
50	0.227	1.193	93.212	70.230
51	0.218	1.170	93.334	71.150
52	0.127	1.031	96.848	74.080
53	0.097	1.027	97.890	74.030
54	0.085	1.032	98.384	73.870
55	0.076	1.036	98.554	74.200
56	0.071	1.037	98.682	74.430
57	0.067	1.039	98.848	74.240
58	0.064	1.045	98.902	74.550
59	0.060	1.041	99.048	74.400
60	0.058	1.040	99.028	74.530
