Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.919	3.473	11.828	17.250
2	3.136	3.053	22.730	25.380
3	2.692	2.628	30.922	32.550
4	2.380	2.598	36.996	35.250
5	2.151	2.367	42.358	38.370
6	1.993	2.141	45.524	43.360
7	1.863	2.232	48.612	42.450
8	1.772	2.071	50.774	45.170
9	1.697	2.105	52.420	45.090
10	1.630	1.766	54.236	52.060
11	1.591	1.965	55.228	48.210
12	1.539	2.094	56.490	47.630
13	1.512	2.040	57.034	47.670
14	1.481	1.957	57.808	47.710
15	1.466	1.836	58.200	51.040
16	1.427	1.784	59.332	53.050
17	1.403	1.788	59.948	53.120
18	1.386	2.001	60.148	47.930
19	1.359	1.678	60.840	54.640
20	1.352	1.830	61.080	51.270
21	1.338	1.879	61.578	52.290
22	1.319	1.744	62.204	53.960
23	1.303	1.763	62.622	53.240
24	1.296	1.765	62.482	54.010
25	1.275	1.726	63.308	55.210
26	1.260	1.584	63.816	56.050
27	1.262	1.706	63.672	54.270
28	1.252	1.774	63.938	53.370
29	1.246	2.397	63.976	46.060
30	1.228	1.706	64.344	55.290
31	1.222	1.694	64.430	55.420
32	0.751	0.932	77.820	72.650
33	0.602	0.911	81.810	73.490
34	0.540	0.901	83.562	74.230
35	0.488	0.902	85.192	74.520
36	0.448	0.914	86.346	74.480
37	0.412	0.930	87.294	74.290
38	0.380	0.947	88.156	74.210
39	0.344	0.988	89.530	74.180
40	0.321	0.986	90.150	73.970
41	0.292	1.009	90.882	73.770
42	0.276	1.050	91.412	73.420
43	0.261	1.079	91.892	73.140
44	0.239	1.076	92.636	73.660
45	0.222	1.114	93.186	73.220
46	0.207	1.143	93.662	72.840
47	0.201	1.137	93.758	73.350
48	0.188	1.132	94.302	73.440
49	0.185	1.170	94.262	72.810
50	0.181	1.195	94.528	72.550
51	0.181	1.184	94.516	73.260
52	0.103	1.035	97.346	76.170
53	0.071	1.033	98.468	76.140
54	0.061	1.036	98.810	76.190
55	0.054	1.048	98.980	76.310
56	0.050	1.042	99.116	76.410
57	0.047	1.055	99.164	76.370
58	0.045	1.055	99.288	76.270
59	0.041	1.056	99.336	76.420
60	0.039	1.063	99.420	76.270
