Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.867	3.267	12.766	19.600
2	3.045	3.075	24.416	25.410
3	2.596	2.729	32.988	31.010
4	2.265	2.324	39.578	39.360
5	2.023	2.170	44.968	42.070
6	1.860	1.981	48.636	47.280
7	1.740	2.003	51.466	46.650
8	1.661	2.142	53.584	45.060
9	1.593	2.055	55.144	46.670
10	1.542	2.213	56.042	43.810
11	1.504	1.850	57.544	49.900
12	1.475	1.940	57.974	48.550
13	1.438	1.730	59.176	52.660
14	1.418	1.981	59.344	49.050
15	1.379	1.878	60.674	51.700
16	1.367	2.334	60.866	45.000
17	1.336	1.906	61.718	50.330
18	1.310	1.832	62.274	51.870
19	1.308	1.607	62.520	56.260
20	1.285	1.909	62.812	51.800
21	1.267	1.597	63.418	56.070
22	1.252	1.711	63.922	54.640
23	1.235	1.748	64.502	52.490
24	1.220	1.723	64.740	54.380
25	1.207	1.671	64.866	55.660
26	1.203	1.815	65.164	53.200
27	1.189	1.729	65.600	55.310
28	1.177	1.568	65.706	57.190
29	1.164	1.806	66.400	53.760
30	1.158	1.646	66.388	56.770
31	1.150	1.862	66.470	52.760
32	0.675	0.879	79.906	74.240
33	0.511	0.873	84.432	75.080
34	0.440	0.864	86.672	75.080
35	0.389	0.873	88.098	75.820
36	0.340	0.896	89.672	75.880
37	0.302	0.917	90.842	75.460
38	0.268	0.945	91.740	75.290
39	0.232	0.966	92.948	75.230
40	0.205	0.983	93.844	75.370
41	0.186	1.036	94.512	75.400
42	0.165	1.059	95.094	74.920
43	0.147	1.057	95.702	74.560
44	0.138	1.104	96.082	73.940
45	0.126	1.099	96.380	74.790
46	0.115	1.116	96.810	74.060
47	0.112	1.102	96.778	74.640
48	0.103	1.093	97.208	74.440
49	0.105	1.144	97.122	73.970
50	0.102	1.093	97.232	74.970
51	0.094	1.133	97.420	74.210
52	0.051	1.022	98.954	76.600
53	0.034	1.011	99.466	76.840
54	0.028	1.011	99.574	76.880
55	0.025	1.003	99.660	77.080
56	0.022	1.006	99.754	77.350
57	0.021	1.008	99.790	77.210
58	0.019	1.014	99.790	77.170
59	0.018	1.012	99.816	77.270
60	0.017	1.013	99.862	77.400
