Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.761	3.365	12.318	19.230
2	3.068	2.911	23.920	26.290
3	2.643	2.865	31.700	29.240
4	2.341	2.410	37.822	36.980
5	2.138	2.677	42.024	32.890
6	2.016	2.157	44.990	42.030
7	1.920	2.253	47.128	41.340
8	1.872	2.281	48.430	41.320
9	1.819	2.448	49.458	40.350
10	1.782	2.234	50.728	42.400
11	1.741	2.042	51.526	45.980
12	1.712	2.055	52.310	46.060
13	1.672	2.157	53.292	44.720
14	1.648	2.116	53.692	45.240
15	1.629	2.266	54.242	43.390
16	1.620	2.288	54.596	41.690
17	1.589	2.076	55.272	46.510
18	1.569	1.878	55.688	49.590
19	1.547	2.262	56.132	43.360
20	1.538	2.175	56.268	45.310
21	1.525	1.827	56.752	51.590
22	1.511	1.995	57.332	48.060
23	1.501	2.164	57.276	46.110
24	1.485	2.029	57.670	47.160
25	1.473	1.827	58.068	50.930
26	1.463	2.194	58.604	45.010
27	1.445	1.955	58.846	48.670
28	1.447	1.811	58.536	51.120
29	1.445	1.865	58.812	51.830
30	1.427	1.837	59.182	51.810
31	1.427	2.101	59.214	48.540
32	0.973	1.069	71.730	68.840
33	0.821	1.051	75.524	69.600
34	0.761	1.038	77.130	70.170
35	0.716	1.045	78.390	70.360
36	0.678	1.058	79.514	70.050
37	0.647	1.066	80.138	70.410
38	0.617	1.091	81.122	70.070
39	0.588	1.067	82.038	70.850
40	0.566	1.097	82.484	70.010
41	0.549	1.073	82.916	70.880
42	0.524	1.107	83.682	70.460
43	0.510	1.142	83.992	69.570
44	0.500	1.165	84.418	69.520
45	0.482	1.188	84.938	68.790
46	0.473	1.278	85.236	68.360
47	0.352	1.043	89.482	72.280
48	0.305	1.043	90.990	72.590
49	0.282	1.047	91.872	72.720
50	0.271	1.064	92.178	72.170
51	0.261	1.066	92.398	72.420
52	0.250	1.070	92.886	72.260
53	0.241	1.088	93.168	72.400
54	0.235	1.087	93.296	72.580
55	0.230	1.101	93.304	72.580
56	0.223	1.101	93.734	72.510
57	0.212	1.108	94.046	72.400
58	0.208	1.125	94.190	72.710
59	0.201	1.127	94.480	72.370
60	0.200	1.139	94.378	72.340
