Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.632	1.483	40.592	46.130
2	1.154	1.036	58.664	63.400
3	0.965	1.092	65.722	63.540
4	0.847	0.917	70.386	67.450
5	0.759	0.782	73.176	73.310
6	0.693	0.858	75.926	70.540
7	0.659	0.827	77.256	72.150
8	0.634	0.676	77.954	77.150
9	0.614	0.865	78.830	71.800
10	0.602	0.743	79.320	75.220
11	0.585	0.711	79.752	75.290
12	0.579	0.722	80.116	74.950
13	0.571	0.673	80.502	77.060
14	0.559	1.017	80.764	68.200
15	0.557	0.683	80.864	76.870
16	0.540	0.699	81.382	76.940
17	0.536	0.748	81.570	75.610
18	0.523	0.721	81.862	76.390
19	0.522	0.778	82.048	74.980
20	0.513	0.680	82.334	76.940
21	0.514	0.708	82.530	77.230
22	0.508	0.763	82.446	74.860
23	0.502	0.656	82.604	79.260
24	0.495	0.584	82.920	80.500
25	0.504	0.655	82.714	78.140
26	0.489	0.674	83.166	76.940
27	0.487	0.594	83.368	79.950
28	0.485	0.696	83.454	77.960
29	0.485	0.644	83.334	78.740
30	0.479	0.818	83.596	75.050
31	0.478	0.662	83.492	77.680
32	0.310	0.303	89.428	89.410
33	0.252	0.295	91.318	90.060
34	0.235	0.281	91.886	90.290
35	0.218	0.277	92.506	90.690
36	0.210	0.282	92.730	90.290
37	0.201	0.279	93.064	90.660
38	0.189	0.287	93.412	90.380
39	0.185	0.284	93.566	90.790
40	0.179	0.283	93.780	90.530
41	0.170	0.282	94.086	90.900
42	0.169	0.287	94.036	90.850
43	0.164	0.276	94.286	91.030
44	0.161	0.286	94.376	90.880
45	0.156	0.288	94.476	90.930
46	0.154	0.305	94.680	90.710
47	0.118	0.254	95.906	92.120
48	0.106	0.251	96.412	92.260
49	0.100	0.253	96.606	92.290
50	0.099	0.254	96.660	92.260
51	0.093	0.250	96.792	92.420
52	0.091	0.255	96.978	92.280
53	0.089	0.253	96.992	92.460
54	0.085	0.259	97.112	92.450
55	0.084	0.256	97.130	92.310
56	0.081	0.263	97.308	92.220
57	0.079	0.262	97.372	92.190
58	0.081	0.265	97.262	92.290
59	0.077	0.263	97.410	92.370
60	0.075	0.265	97.520	92.360
