Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.635	1.408	40.304	48.620
2	1.194	1.223	57.256	57.240
3	1.001	0.999	64.416	66.050
4	0.874	0.976	69.076	67.280
5	0.764	1.144	73.196	63.370
6	0.715	0.871	75.202	69.990
7	0.672	0.675	76.842	77.150
8	0.642	0.675	77.708	76.540
9	0.623	0.855	78.426	72.420
10	0.616	0.717	78.788	76.060
11	0.606	1.086	79.276	64.380
12	0.590	0.714	79.582	76.690
13	0.581	0.684	80.070	77.390
14	0.574	0.750	80.280	74.980
15	0.566	0.796	80.364	73.970
16	0.560	0.777	80.608	74.500
17	0.555	0.821	80.704	73.790
18	0.546	0.578	81.002	80.840
19	0.535	0.775	81.586	74.240
20	0.530	0.723	81.396	75.270
21	0.525	0.709	81.828	76.030
22	0.516	0.739	82.548	76.140
23	0.514	0.718	82.322	76.240
24	0.517	0.656	82.132	79.250
25	0.504	0.775	82.788	73.970
26	0.505	0.742	82.658	75.490
27	0.497	0.664	82.946	77.750
28	0.496	0.809	82.828	74.100
29	0.494	0.860	83.150	72.080
30	0.488	0.760	83.212	76.450
31	0.496	0.678	83.026	78.090
32	0.317	0.320	89.098	88.780
33	0.264	0.321	90.910	88.920
34	0.243	0.300	91.662	89.660
35	0.228	0.292	92.174	90.090
36	0.219	0.295	92.454	90.040
37	0.207	0.294	92.840	90.220
38	0.200	0.296	93.068	90.250
39	0.195	0.287	93.276	90.640
40	0.186	0.286	93.514	90.350
41	0.183	0.315	93.656	89.390
42	0.179	0.300	93.790	90.370
43	0.173	0.313	93.812	90.030
44	0.171	0.306	93.998	90.110
45	0.164	0.328	94.406	89.710
46	0.163	0.301	94.322	90.520
47	0.124	0.257	95.766	91.540
48	0.112	0.257	96.220	91.700
49	0.109	0.256	96.392	91.930
50	0.102	0.256	96.574	92.010
51	0.100	0.259	96.620	91.750
52	0.099	0.260	96.698	91.910
53	0.096	0.262	96.750	91.900
54	0.096	0.258	96.700	91.760
55	0.092	0.264	96.888	91.640
56	0.090	0.265	96.994	91.880
57	0.089	0.264	97.046	91.880
58	0.085	0.268	97.170	91.960
59	0.084	0.266	97.264	92.070
60	0.084	0.270	97.180	91.960
