Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.747	1.405	38.428	49.260
2	1.150	1.033	58.950	63.260
3	0.892	1.314	68.538	57.730
4	0.740	0.887	74.276	71.670
5	0.650	0.823	77.364	73.200
6	0.596	0.682	79.432	77.230
7	0.563	0.673	80.674	77.100
8	0.540	0.673	81.452	77.440
9	0.525	0.635	82.032	78.630
10	0.508	0.768	82.438	74.680
11	0.497	0.666	82.806	77.120
12	0.489	0.822	83.200	74.300
13	0.483	0.590	83.364	80.280
14	0.477	0.651	83.740	78.340
15	0.465	0.811	84.234	74.560
16	0.466	0.640	84.034	78.570
17	0.457	0.818	84.334	74.150
18	0.450	0.613	84.574	79.820
19	0.448	0.624	84.602	79.380
20	0.442	0.622	84.634	79.900
21	0.438	0.796	85.000	75.500
22	0.439	0.694	85.026	78.590
23	0.432	0.605	85.236	80.250
24	0.433	0.615	85.294	79.130
25	0.426	0.586	85.388	80.960
26	0.422	0.539	85.560	82.380
27	0.418	0.701	85.664	77.930
28	0.425	0.544	85.412	81.720
29	0.412	0.531	85.918	82.060
30	0.416	0.664	85.756	78.450
31	0.412	0.672	85.772	78.740
32	0.248	0.259	91.676	90.930
33	0.187	0.243	93.712	91.370
34	0.166	0.234	94.300	92.140
35	0.153	0.231	94.730	92.320
36	0.138	0.235	95.212	92.310
37	0.126	0.241	95.634	92.030
38	0.118	0.235	95.942	92.480
39	0.110	0.250	96.126	91.940
40	0.103	0.248	96.484	92.280
41	0.098	0.265	96.600	91.800
42	0.092	0.249	96.836	92.660
43	0.086	0.243	97.036	92.570
44	0.086	0.267	97.036	92.050
45	0.084	0.261	97.178	92.420
46	0.080	0.291	97.206	91.500
47	0.054	0.223	98.278	93.310
48	0.042	0.224	98.792	93.250
49	0.036	0.226	98.944	93.360
50	0.034	0.227	99.014	93.400
51	0.031	0.227	99.138	93.500
52	0.029	0.230	99.218	93.470
53	0.028	0.235	99.248	93.450
54	0.026	0.238	99.258	93.350
55	0.026	0.239	99.322	93.420
56	0.023	0.240	99.372	93.370
57	0.024	0.246	99.358	93.310
58	0.022	0.246	99.394	93.230
59	0.020	0.247	99.500	93.410
60	0.020	0.251	99.462	93.200
