Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.561	1.914	18.202	24.180
2	1.789	1.552	30.582	40.220
3	1.469	1.473	45.464	47.290
4	1.220	1.465	55.962	51.900
5	1.034	1.037	63.006	63.690
6	0.901	0.952	67.908	66.830
7	0.813	0.926	71.386	67.360
8	0.748	0.751	73.904	73.640
9	0.687	0.855	76.216	70.810
10	0.641	0.912	77.872	69.910
11	0.604	0.772	79.232	74.850
12	0.576	0.842	80.408	71.790
13	0.558	0.605	80.940	79.080
14	0.534	0.897	81.508	72.750
15	0.526	0.553	81.874	81.230
16	0.506	0.754	82.640	74.320
17	0.496	0.923	82.960	70.210
18	0.494	0.710	83.010	77.730
19	0.478	0.621	83.562	79.430
20	0.474	0.620	83.776	79.120
21	0.463	0.760	84.040	75.940
22	0.459	0.804	84.162	74.480
23	0.455	0.618	84.366	79.550
24	0.451	0.683	84.520	78.050
25	0.446	0.549	84.662	81.890
26	0.437	0.584	85.042	80.970
27	0.434	0.596	85.284	80.210
28	0.430	0.583	85.204	80.280
29	0.432	0.677	85.258	77.600
30	0.428	0.583	85.180	81.100
31	0.421	0.545	85.548	81.630
32	0.251	0.261	91.556	90.980
33	0.193	0.248	93.388	91.630
34	0.172	0.246	94.078	91.970
35	0.158	0.242	94.646	92.010
36	0.145	0.242	95.038	91.830
37	0.133	0.239	95.428	91.780
38	0.127	0.239	95.716	92.160
39	0.120	0.257	95.982	91.840
40	0.112	0.258	96.152	91.800
41	0.104	0.252	96.370	91.980
42	0.100	0.264	96.630	92.160
43	0.099	0.255	96.550	92.100
44	0.094	0.252	96.796	92.220
45	0.090	0.255	96.946	92.330
46	0.087	0.272	97.008	91.880
47	0.086	0.270	96.998	91.930
48	0.085	0.276	97.116	91.860
49	0.079	0.304	97.302	91.080
50	0.082	0.291	97.118	91.480
51	0.080	0.292	97.300	91.270
52	0.048	0.222	98.484	93.420
53	0.035	0.218	99.068	93.590
54	0.029	0.219	99.238	93.810
55	0.027	0.218	99.242	93.800
56	0.026	0.222	99.322	93.600
57	0.023	0.222	99.368	93.810
58	0.019	0.225	99.576	93.820
59	0.020	0.228	99.478	93.720
60	0.020	0.226	99.508	93.660
