Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.250	1.878	20.138	30.310
2	1.753	1.596	34.192	41.510
3	1.521	1.467	44.284	46.270
4	1.286	1.177	53.296	58.670
5	1.073	1.128	61.634	60.800
6	0.957	1.025	66.020	64.830
7	0.864	1.090	69.798	63.110
8	0.786	0.872	72.422	69.320
9	0.728	0.757	74.732	73.870
10	0.688	0.822	76.058	72.550
11	0.666	0.959	76.968	69.450
12	0.646	0.789	77.452	73.810
13	0.628	1.001	78.178	67.890
14	0.619	0.871	78.484	70.740
15	0.601	0.765	79.110	74.190
16	0.591	0.938	79.548	69.150
17	0.578	0.849	80.082	71.650
18	0.570	0.782	80.470	72.670
19	0.562	1.009	80.558	68.860
20	0.552	0.893	80.988	71.000
21	0.550	0.692	81.060	76.390
22	0.541	1.084	81.282	68.360
23	0.543	0.740	81.138	75.880
24	0.527	0.824	81.936	73.480
25	0.523	0.820	82.060	73.310
26	0.522	0.633	81.994	79.840
27	0.517	0.632	82.024	78.480
28	0.512	0.634	82.294	78.760
29	0.508	0.580	82.518	79.810
30	0.503	0.625	82.694	77.830
31	0.498	0.852	82.856	72.660
32	0.332	0.327	88.660	88.560
33	0.274	0.313	90.612	89.400
34	0.252	0.305	91.312	89.470
35	0.240	0.296	91.712	90.130
36	0.227	0.307	92.100	89.480
37	0.221	0.296	92.356	90.070
38	0.211	0.307	92.760	89.860
39	0.204	0.297	92.896	90.270
40	0.196	0.305	93.108	90.260
41	0.192	0.315	93.322	89.950
42	0.185	0.321	93.536	89.980
43	0.182	0.326	93.598	89.450
44	0.179	0.301	93.700	90.400
45	0.178	0.303	93.638	90.230
46	0.173	0.312	93.942	90.270
47	0.138	0.279	95.318	91.040
48	0.121	0.275	95.854	91.220
49	0.116	0.277	96.088	91.260
50	0.111	0.280	96.220	91.430
51	0.105	0.277	96.476	91.540
52	0.106	0.276	96.470	91.470
53	0.103	0.275	96.498	91.680
54	0.100	0.280	96.638	91.630
55	0.099	0.277	96.558	91.640
56	0.094	0.282	96.798	91.630
57	0.093	0.283	96.918	91.480
58	0.094	0.282	96.860	91.520
59	0.090	0.283	96.978	91.790
60	0.089	0.285	97.024	91.750
