Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.339	1.959	17.912	23.470
2	1.849	1.740	27.762	33.560
3	1.613	1.465	38.886	45.700
4	1.388	1.641	49.006	43.420
5	1.198	1.255	56.686	57.140
6	1.051	1.089	62.640	61.800
7	0.943	1.027	66.880	64.150
8	0.854	0.911	70.150	68.360
9	0.772	0.994	73.250	67.110
10	0.733	0.847	74.526	71.840
11	0.695	0.996	75.974	68.560
12	0.672	0.864	76.738	72.210
13	0.656	0.766	77.268	73.510
14	0.635	0.874	77.870	71.840
15	0.622	0.816	78.502	73.440
16	0.608	0.840	78.820	72.840
17	0.598	0.778	79.374	74.470
18	0.585	0.773	79.822	74.650
19	0.580	0.734	79.944	75.460
20	0.566	0.758	80.448	74.480
21	0.561	0.933	80.698	69.960
22	0.555	0.763	81.092	74.540
23	0.544	0.705	81.262	77.250
24	0.540	0.640	81.384	77.580
25	0.533	0.746	81.586	76.250
26	0.529	0.679	81.722	77.970
27	0.520	0.636	82.220	79.240
28	0.520	0.651	82.066	77.710
29	0.510	0.584	82.448	79.810
30	0.515	0.575	82.360	80.470
31	0.504	0.832	82.634	73.290
32	0.341	0.329	88.346	88.660
33	0.282	0.319	90.300	89.140
34	0.259	0.317	91.142	89.400
35	0.246	0.307	91.498	89.700
36	0.233	0.309	92.006	89.620
37	0.224	0.311	92.292	89.730
38	0.218	0.309	92.388	89.860
39	0.215	0.299	92.602	90.140
40	0.202	0.295	92.936	90.040
41	0.201	0.285	93.064	90.520
42	0.193	0.321	93.270	89.370
43	0.195	0.304	93.312	89.590
44	0.187	0.311	93.394	89.930
45	0.181	0.308	93.702	89.700
46	0.183	0.309	93.544	89.800
47	0.143	0.267	95.030	91.120
48	0.127	0.264	95.664	91.370
49	0.122	0.259	95.880	91.440
50	0.118	0.260	96.032	91.800
51	0.113	0.262	96.152	91.590
52	0.110	0.265	96.272	91.610
53	0.109	0.261	96.300	91.650
54	0.105	0.264	96.432	91.590
55	0.106	0.267	96.430	91.670
56	0.104	0.266	96.516	91.760
57	0.101	0.265	96.518	91.580
58	0.098	0.267	96.644	91.840
59	0.096	0.269	96.776	91.760
60	0.096	0.269	96.732	91.770
