Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.271	1.944	17.434	24.990
2	1.698	1.586	36.376	41.510
3	1.393	1.451	48.906	47.870
4	1.135	1.088	59.160	60.980
5	0.929	0.965	67.206	66.290
6	0.799	0.893	71.996	67.910
7	0.716	0.715	75.018	75.840
8	0.673	0.724	76.722	75.480
9	0.639	0.689	77.720	76.500
10	0.618	0.782	78.670	75.300
11	0.603	0.961	79.114	68.700
12	0.590	1.014	79.596	68.700
13	0.574	0.957	80.098	68.480
14	0.567	0.736	80.530	76.080
15	0.560	0.863	80.680	72.510
16	0.550	0.822	81.000	72.910
17	0.538	0.655	81.444	77.580
18	0.530	0.698	81.598	77.190
19	0.527	0.886	81.712	72.170
20	0.522	0.573	82.074	80.160
21	0.515	0.661	82.308	77.490
22	0.510	0.847	82.448	74.100
23	0.505	0.647	82.728	78.260
24	0.503	0.648	82.732	78.520
25	0.503	0.646	82.762	78.050
26	0.494	0.698	82.982	76.340
27	0.494	0.785	83.156	75.610
28	0.486	0.898	83.294	71.560
29	0.491	0.647	83.076	77.970
30	0.488	0.723	83.354	75.670
31	0.484	0.572	83.416	80.490
32	0.312	0.321	89.266	89.080
33	0.264	0.295	90.832	89.660
34	0.240	0.296	91.724	89.620
35	0.226	0.294	92.210	89.840
36	0.214	0.278	92.624	90.410
37	0.204	0.295	92.966	90.300
38	0.198	0.287	93.094	90.330
39	0.189	0.280	93.460	90.570
40	0.184	0.286	93.640	90.200
41	0.181	0.283	93.664	90.560
42	0.178	0.280	93.832	90.620
43	0.169	0.284	94.124	90.680
44	0.171	0.284	93.990	90.520
45	0.164	0.287	94.242	91.150
46	0.162	0.305	94.316	90.160
47	0.124	0.252	95.856	91.830
48	0.111	0.250	96.276	91.920
49	0.105	0.251	96.464	92.110
50	0.102	0.251	96.570	91.970
51	0.099	0.253	96.736	92.090
52	0.097	0.255	96.686	91.810
53	0.092	0.258	96.962	91.800
54	0.092	0.257	96.912	91.860
55	0.088	0.259	97.120	91.830
56	0.088	0.259	97.050	91.870
57	0.086	0.260	97.108	91.860
58	0.084	0.263	97.182	91.860
59	0.082	0.267	97.274	91.650
60	0.081	0.266	97.278	91.810
