Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.989	3.756	8.644	11.580
2	3.473	3.442	15.896	18.120
3	3.032	2.873	23.950	27.500
4	2.587	2.754	32.520	30.590
5	2.233	2.535	40.088	35.750
6	2.023	2.256	44.614	41.400
7	1.883	2.089	47.898	44.350
8	1.776	2.072	50.814	46.080
9	1.699	2.282	52.564	41.930
10	1.626	1.961	54.320	47.210
11	1.575	1.844	55.744	50.010
12	1.532	1.784	56.750	51.950
13	1.467	1.967	58.716	48.270
14	1.436	2.329	59.094	43.250
15	1.406	1.873	59.848	50.040
16	1.361	1.974	61.202	48.360
17	1.332	1.845	61.782	52.540
18	1.308	1.818	62.460	52.050
19	1.281	1.831	63.444	51.940
20	1.264	1.756	63.476	53.150
21	1.249	1.899	64.324	50.810
22	1.222	1.978	64.702	50.890
23	1.213	1.886	65.150	51.710
24	1.191	1.956	65.646	51.290
25	1.183	1.751	65.842	54.070
26	1.167	1.594	66.256	56.940
27	1.157	1.785	66.388	53.490
28	1.151	1.706	66.690	55.010
29	1.153	1.661	66.748	56.100
30	1.134	1.811	67.214	53.490
31	1.122	1.767	67.488	53.890
32	0.696	0.896	79.878	73.940
33	0.560	0.889	83.968	74.450
34	0.502	0.879	85.682	75.020
35	0.461	0.879	86.766	74.870
36	0.423	0.862	88.008	75.160
37	0.391	0.882	89.124	74.540
38	0.361	0.891	90.158	74.760
39	0.335	0.904	90.962	74.560
40	0.310	0.903	91.860	74.840
41	0.285	0.918	92.460	74.300
42	0.265	0.916	93.166	74.970
43	0.241	0.934	93.968	74.740
44	0.224	0.968	94.538	73.980
45	0.207	0.932	95.026	74.820
46	0.197	0.994	95.422	73.980
47	0.139	0.897	97.510	75.980
48	0.119	0.889	98.168	76.230
49	0.110	0.896	98.418	76.050
50	0.106	0.891	98.524	76.370
51	0.102	0.891	98.640	76.390
52	0.100	0.889	98.672	76.350
53	0.097	0.893	98.730	76.190
54	0.094	0.894	98.862	76.110
55	0.091	0.895	98.942	76.140
56	0.089	0.905	98.976	75.850
57	0.088	0.903	98.984	76.240
58	0.085	0.906	99.058	76.010
59	0.083	0.908	99.140	75.840
60	0.082	0.910	99.180	76.080
