Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.157	1.918	17.716	24.630
2	1.840	1.681	27.822	33.790
3	1.618	1.458	37.790	43.740
4	1.403	1.315	47.706	51.390
5	1.208	1.209	55.998	57.240
6	1.052	1.210	62.420	55.610
7	0.925	0.994	66.852	65.090
8	0.818	1.098	71.512	64.610
9	0.732	0.852	74.474	70.550
10	0.676	0.782	76.790	73.170
11	0.631	0.770	78.384	73.540
12	0.606	0.883	79.172	71.220
13	0.595	0.751	79.540	74.420
14	0.570	0.701	80.408	76.310
15	0.546	0.740	81.202	76.450
16	0.538	0.826	81.542	73.830
17	0.523	1.075	81.924	68.890
18	0.510	0.591	82.424	80.790
19	0.495	0.731	83.104	77.670
20	0.495	0.773	83.080	74.760
21	0.483	0.829	83.334	73.210
22	0.468	0.500	83.916	83.100
23	0.458	0.611	84.470	79.620
24	0.453	0.835	84.480	72.560
25	0.448	0.610	84.698	79.750
26	0.446	0.879	84.772	73.050
27	0.439	0.762	84.902	76.020
28	0.435	0.845	85.092	73.530
29	0.426	0.806	85.502	73.310
30	0.429	0.574	85.274	80.960
31	0.420	0.816	85.612	74.400
32	0.252	0.264	91.462	90.830
33	0.198	0.249	93.308	91.610
34	0.176	0.246	93.994	91.330
35	0.162	0.236	94.476	92.220
36	0.150	0.241	94.864	91.750
37	0.142	0.249	95.192	91.800
38	0.130	0.252	95.536	91.940
39	0.119	0.259	95.882	91.910
40	0.115	0.243	96.070	92.470
41	0.105	0.248	96.422	92.010
42	0.101	0.262	96.564	91.550
43	0.098	0.243	96.610	92.580
44	0.095	0.277	96.746	91.650
45	0.091	0.258	96.846	92.000
46	0.085	0.276	97.038	91.750
47	0.088	0.301	96.874	91.170
48	0.082	0.275	97.162	91.770
49	0.079	0.302	97.244	91.700
50	0.076	0.272	97.408	91.700
51	0.076	0.304	97.400	91.480
52	0.047	0.225	98.488	93.360
53	0.033	0.227	99.056	93.450
54	0.030	0.225	99.144	93.590
55	0.028	0.232	99.212	93.510
56	0.024	0.234	99.320	93.570
57	0.023	0.237	99.360	93.490
58	0.023	0.241	99.376	93.610
59	0.021	0.243	99.362	93.550
60	0.021	0.248	99.396	93.620
