Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.801	3.573	12.368	18.030
2	3.096	2.986	23.484	26.250
3	2.725	2.696	30.208	32.910
4	2.459	2.354	35.620	37.770
5	2.276	2.369	39.590	37.750
6	2.132	2.221	42.832	41.000
7	2.017	2.229	45.158	41.860
8	1.921	2.139	47.080	44.630
9	1.855	2.343	48.936	40.820
10	1.804	2.156	50.148	43.850
11	1.762	1.969	51.050	46.610
12	1.718	1.887	52.074	48.750
13	1.678	2.120	52.844	45.690
14	1.655	2.342	53.642	42.390
15	1.615	1.963	54.444	48.660
16	1.601	2.004	54.970	46.730
17	1.583	1.939	55.334	48.450
18	1.553	1.958	56.192	48.560
19	1.530	1.913	56.594	49.010
20	1.515	1.810	57.316	51.230
21	1.499	2.209	57.290	44.470
22	1.480	1.914	57.982	49.090
23	1.455	1.857	58.486	50.400
24	1.455	1.971	58.512	47.740
25	1.435	1.782	59.222	52.430
26	1.432	1.893	59.394	51.030
27	1.430	2.051	59.444	46.880
28	1.400	1.923	59.942	49.400
29	1.406	1.801	59.784	51.660
30	1.396	1.738	59.990	53.420
31	1.384	1.821	60.490	51.120
32	0.928	1.047	72.778	69.220
33	0.783	1.013	76.610	70.700
34	0.720	1.018	78.232	70.700
35	0.671	1.008	79.576	71.120
36	0.637	1.014	80.754	71.300
37	0.602	1.010	81.554	71.660
38	0.577	1.029	82.274	71.040
39	0.545	1.020	83.284	71.490
40	0.521	1.050	83.954	71.440
41	0.494	1.078	84.636	70.760
42	0.479	1.101	84.938	70.760
43	0.457	1.110	85.660	71.040
44	0.442	1.112	86.202	70.490
45	0.422	1.175	86.652	69.760
46	0.409	1.171	87.234	69.720
47	0.305	1.042	90.910	73.140
48	0.261	1.046	92.508	73.130
49	0.245	1.052	93.064	73.080
50	0.234	1.060	93.380	73.230
51	0.226	1.062	93.660	73.360
52	0.217	1.071	93.942	73.150
53	0.211	1.077	94.160	73.160
54	0.207	1.085	94.384	73.140
55	0.200	1.091	94.490	73.040
56	0.196	1.096	94.606	73.170
57	0.191	1.107	94.788	72.850
58	0.184	1.110	95.102	72.610
59	0.181	1.118	95.104	72.880
60	0.175	1.119	95.278	73.080
