Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.761	3.368	13.382	18.750
2	2.999	2.806	25.222	29.250
3	2.595	2.642	32.860	32.410
4	2.331	2.241	37.924	40.100
5	2.134	2.279	42.688	39.350
6	1.988	2.046	45.572	44.630
7	1.888	2.171	48.212	43.040
8	1.802	1.960	50.258	47.520
9	1.745	2.266	51.346	42.850
10	1.700	1.907	52.280	47.840
11	1.666	2.076	53.418	46.970
12	1.629	2.029	54.228	46.300
13	1.605	1.748	54.858	51.910
14	1.588	2.001	55.238	47.570
15	1.552	1.909	56.000	48.770
16	1.527	2.027	56.538	47.630
17	1.506	1.979	57.344	48.320
18	1.485	2.295	57.872	44.180
19	1.474	2.013	58.150	48.130
20	1.462	1.952	58.152	49.530
21	1.442	1.728	59.082	52.860
22	1.420	2.003	59.490	48.130
23	1.413	1.908	59.254	50.270
24	1.407	1.752	59.988	52.890
25	1.392	1.975	60.232	49.210
26	1.377	1.938	60.344	48.790
27	1.379	2.366	60.620	44.340
28	1.374	1.853	60.698	52.010
29	1.359	1.802	60.852	53.650
30	1.355	1.815	61.280	52.260
31	1.344	1.723	61.476	53.690
32	0.892	1.030	73.770	69.860
33	0.746	0.991	77.610	71.030
34	0.681	0.994	79.198	71.280
35	0.639	0.992	80.730	71.440
36	0.599	0.985	81.722	72.120
37	0.565	0.992	82.692	72.370
38	0.538	0.988	83.536	72.890
39	0.512	1.012	84.172	71.770
40	0.486	1.037	84.908	71.720
41	0.462	1.080	85.608	71.580
42	0.443	1.069	86.134	71.420
43	0.429	1.039	86.566	72.430
44	0.406	1.078	87.340	71.650
45	0.398	1.138	87.414	71.250
46	0.385	1.135	87.666	71.680
47	0.272	1.017	92.066	73.610
48	0.240	1.016	93.074	73.880
49	0.224	1.025	93.706	74.220
50	0.213	1.034	94.052	74.180
51	0.204	1.040	94.378	74.120
52	0.196	1.051	94.526	74.020
53	0.188	1.055	94.784	73.770
54	0.182	1.066	95.020	74.080
55	0.181	1.074	94.966	73.930
56	0.175	1.076	95.250	73.770
57	0.167	1.078	95.554	73.900
58	0.162	1.088	95.636	74.020
59	0.157	1.096	95.808	73.770
60	0.156	1.099	95.846	73.930
