Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.527	1.797	21.042	32.020
2	1.705	1.535	35.870	42.180
3	1.467	1.413	45.710	49.010
4	1.260	1.129	54.082	59.520
5	1.027	1.068	63.430	62.300
6	0.859	0.831	69.512	71.140
7	0.731	0.765	74.220	73.850
8	0.658	0.693	77.194	75.810
9	0.607	0.698	79.102	75.980
10	0.577	0.590	80.256	79.840
11	0.551	0.649	80.930	78.100
12	0.533	0.825	81.644	73.920
13	0.521	0.668	82.222	77.680
14	0.513	0.744	82.426	74.460
15	0.497	0.602	82.920	79.830
16	0.488	0.952	83.300	70.570
17	0.473	0.594	83.638	80.780
18	0.470	0.690	83.866	76.950
19	0.460	0.720	84.200	77.330
20	0.451	0.570	84.572	81.100
21	0.448	0.787	84.604	76.020
22	0.440	0.866	84.848	74.610
23	0.436	0.862	85.084	73.040
24	0.426	0.706	85.430	76.560
25	0.421	0.689	85.636	77.150
26	0.417	0.479	85.772	84.210
27	0.410	0.669	85.894	78.800
28	0.409	0.716	86.048	76.510
29	0.405	0.660	86.248	79.100
30	0.402	0.501	86.294	83.160
31	0.398	0.545	86.268	82.000
32	0.228	0.241	92.398	91.770
33	0.172	0.225	94.282	92.160
34	0.149	0.225	94.940	92.450
35	0.134	0.227	95.460	92.360
36	0.124	0.227	95.782	92.480
37	0.111	0.212	96.220	92.970
38	0.102	0.232	96.524	92.440
39	0.095	0.222	96.650	92.790
40	0.090	0.226	96.908	92.950
41	0.085	0.229	97.064	92.880
42	0.080	0.239	97.198	92.500
43	0.074	0.261	97.476	91.910
44	0.071	0.259	97.558	92.320
45	0.071	0.252	97.540	92.330
46	0.067	0.264	97.714	92.460
47	0.066	0.253	97.768	92.570
48	0.063	0.261	97.918	92.340
49	0.064	0.250	97.810	92.770
50	0.064	0.268	97.804	92.300
51	0.065	0.293	97.752	91.880
52	0.037	0.217	98.840	93.880
53	0.025	0.215	99.298	93.930
54	0.020	0.215	99.470	94.170
55	0.017	0.220	99.568	94.130
56	0.016	0.220	99.582	94.100
57	0.014	0.219	99.640	94.070
58	0.013	0.225	99.664	94.210
59	0.012	0.226	99.728	94.130
60	0.012	0.230	99.702	94.040
