Epoch	Train loss	Test loss	Train Acc	Test Acc
1	5.577	4.489	1.604	2.580
2	4.447	4.316	2.988	2.910
3	4.242	4.106	4.702	6.000
4	4.039	3.921	7.200	9.030
5	3.878	3.809	9.652	10.490
6	3.703	3.647	12.464	13.660
7	3.516	3.453	15.460	17.080
8	3.343	3.358	18.416	19.150
9	3.162	3.108	21.776	23.470
10	2.958	2.918	25.466	27.340
11	2.764	2.792	29.716	29.450
12	2.607	2.788	32.622	30.520
13	2.487	2.763	35.234	31.430
14	2.387	2.439	37.124	37.440
15	2.294	2.708	39.068	33.290
16	2.221	2.496	40.736	36.120
17	2.160	2.569	42.256	36.140
18	2.104	2.354	43.334	39.850
19	2.037	2.428	44.676	38.260
20	2.006	2.719	45.690	35.970
21	1.931	2.165	47.348	43.340
22	1.878	2.051	48.176	45.020
23	1.826	2.347	49.600	41.850
24	1.789	2.057	50.562	45.750
25	1.755	1.985	50.968	47.360
26	1.723	1.924	52.170	48.110
27	1.697	2.165	52.734	44.650
28	1.667	1.948	53.062	48.360
29	1.653	1.972	53.776	48.700
30	1.632	2.005	54.258	48.150
31	1.613	1.902	54.800	50.130
32	1.137	1.253	66.794	64.130
33	0.974	1.226	71.278	65.720
34	0.908	1.213	72.906	66.120
35	0.854	1.217	74.366	66.570
36	0.808	1.226	75.774	66.560
37	0.768	1.240	76.908	66.640
38	0.733	1.223	77.644	67.070
39	0.695	1.254	78.618	66.840
40	0.662	1.293	79.548	66.020
41	0.638	1.317	80.326	66.000
42	0.608	1.293	81.370	66.550
43	0.588	1.314	81.714	66.440
44	0.562	1.419	82.458	65.270
45	0.539	1.358	83.184	65.820
46	0.530	1.429	83.356	65.450
47	0.496	1.455	84.362	65.220
48	0.488	1.394	84.454	66.160
49	0.469	1.442	85.042	65.830
50	0.459	1.556	85.432	64.100
51	0.450	1.437	85.576	65.600
52	0.276	1.239	91.820	69.810
53	0.206	1.253	94.242	70.010
54	0.182	1.267	95.082	70.260
55	0.163	1.291	95.736	70.000
56	0.149	1.305	96.266	70.160
57	0.138	1.316	96.428	70.230
58	0.130	1.341	96.716	70.140
59	0.121	1.342	96.920	70.420
60	0.114	1.363	97.274	70.000
