Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.764	4.155	3.100	5.620
2	4.007	3.987	7.482	7.530
3	3.737	3.659	11.904	13.770
4	3.424	3.357	17.246	19.230
5	3.143	3.117	22.230	23.780
6	2.877	2.891	27.306	28.500
7	2.646	2.643	31.962	32.450
8	2.460	2.682	35.446	32.780
9	2.323	2.378	38.330	38.330
10	2.238	2.431	40.428	37.480
11	2.159	2.381	41.966	38.820
12	2.112	2.270	42.982	40.430
13	2.062	2.303	44.112	41.140
14	1.998	2.184	45.690	43.390
15	1.922	2.243	47.454	42.030
16	1.865	2.384	48.580	39.470
17	1.822	2.328	49.492	43.690
18	1.789	2.029	50.564	47.100
19	1.750	2.233	51.514	43.330
20	1.740	2.059	51.822	47.160
21	1.706	2.180	52.304	43.450
22	1.686	1.955	53.076	48.300
23	1.665	2.057	53.492	46.900
24	1.648	2.061	54.066	47.470
25	1.637	2.140	54.144	45.120
26	1.616	1.861	54.900	49.460
27	1.597	1.955	55.328	48.120
28	1.567	2.048	55.736	46.750
29	1.547	1.929	56.560	49.250
30	1.527	1.926	56.790	50.010
31	1.504	1.807	57.516	51.570
32	1.021	1.157	70.278	66.910
33	0.858	1.121	74.250	68.310
34	0.789	1.116	76.340	68.650
35	0.735	1.121	77.654	68.720
36	0.695	1.112	78.670	69.210
37	0.652	1.098	80.094	69.680
38	0.618	1.134	81.124	69.140
39	0.584	1.127	81.980	70.150
40	0.548	1.161	82.820	69.010
41	0.529	1.169	83.302	69.090
42	0.500	1.181	84.326	69.420
43	0.483	1.189	84.664	68.940
44	0.454	1.250	85.624	68.890
45	0.432	1.259	86.316	68.120
46	0.417	1.265	86.726	68.700
47	0.403	1.275	87.278	68.250
48	0.383	1.345	87.848	67.890
49	0.369	1.318	88.232	68.400
50	0.360	1.358	88.526	68.020
51	0.345	1.392	88.976	67.840
52	0.215	1.182	93.642	71.610
53	0.161	1.182	95.582	72.190
54	0.142	1.197	96.252	72.170
55	0.128	1.199	96.676	72.210
56	0.118	1.207	97.044	72.490
57	0.109	1.214	97.430	72.310
58	0.104	1.229	97.592	72.230
59	0.096	1.234	97.756	72.190
60	0.094	1.240	97.776	72.440
