Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.370	1.958	12.786	22.790
2	1.882	1.771	27.412	31.720
3	1.707	1.877	35.544	31.890
4	1.535	1.512	42.682	44.710
5	1.316	1.242	51.748	55.340
6	1.134	1.140	58.996	59.510
7	1.007	1.112	63.832	60.820
8	0.930	0.970	66.980	65.240
9	0.859	1.043	69.696	64.250
10	0.804	0.990	71.720	66.550
11	0.756	0.866	73.370	69.910
12	0.722	0.887	74.924	70.580
13	0.692	1.003	75.862	67.240
14	0.661	0.963	77.132	67.740
15	0.645	0.733	77.582	74.850
16	0.620	0.776	78.430	72.980
17	0.604	0.806	79.026	72.140
18	0.599	0.875	79.370	71.040
19	0.580	0.703	79.930	76.170
20	0.569	0.803	80.312	72.620
21	0.562	0.723	80.600	75.200
22	0.553	0.772	80.830	74.940
23	0.550	0.718	81.250	76.460
24	0.539	0.637	81.440	77.920
25	0.529	0.666	81.830	77.710
26	0.527	0.917	81.970	71.810
27	0.508	1.325	82.566	64.840
28	0.509	0.632	82.672	78.620
29	0.504	0.610	82.560	79.300
30	0.506	0.770	82.576	74.450
31	0.494	0.665	83.074	78.050
32	0.313	0.302	89.324	89.550
33	0.255	0.300	91.160	89.310
34	0.236	0.304	91.870	89.700
35	0.219	0.281	92.542	90.290
36	0.207	0.280	92.856	90.320
37	0.195	0.276	93.256	90.670
38	0.188	0.291	93.520	90.430
39	0.180	0.294	93.836	90.090
40	0.168	0.298	94.208	90.530
41	0.160	0.317	94.590	89.680
42	0.159	0.292	94.532	90.530
43	0.151	0.276	94.774	91.280
44	0.148	0.274	94.848	91.170
45	0.145	0.315	95.004	90.060
46	0.138	0.273	95.170	91.630
47	0.140	0.286	95.190	91.010
48	0.127	0.299	95.730	90.770
49	0.128	0.304	95.596	90.720
50	0.125	0.303	95.742	90.490
51	0.127	0.311	95.612	90.280
52	0.084	0.248	97.262	92.490
53	0.066	0.248	97.934	92.500
54	0.060	0.252	98.120	92.420
55	0.055	0.252	98.268	92.550
56	0.051	0.256	98.398	92.630
57	0.048	0.257	98.536	92.520
58	0.045	0.263	98.670	92.510
59	0.044	0.260	98.714	92.580
60	0.044	0.267	98.682	92.400
