Epoch	Train loss	Test loss	Train Acc	Test Acc
1	2.456	1.978	11.730	20.370
2	1.904	2.197	24.222	22.770
3	1.662	1.641	36.638	40.570
4	1.393	1.535	48.218	45.990
5	1.207	1.314	56.056	53.110
6	1.067	1.087	61.804	61.720
7	0.970	1.076	65.288	63.610
8	0.897	1.028	68.150	65.450
9	0.854	1.073	69.794	63.040
10	0.805	0.949	71.648	68.350
11	0.768	0.976	72.910	66.830
12	0.732	0.773	74.402	73.170
13	0.707	1.283	75.234	60.890
14	0.665	0.957	76.848	69.250
15	0.642	0.912	77.710	69.560
16	0.619	0.974	78.700	67.170
17	0.597	0.675	79.412	75.870
18	0.586	1.023	79.808	68.050
19	0.568	0.619	80.472	78.570
20	0.553	0.774	80.906	73.290
21	0.544	0.837	81.164	73.850
22	0.537	0.878	81.654	71.770
23	0.524	0.765	81.908	76.190
24	0.518	0.579	82.280	80.130
25	0.512	0.689	82.414	77.040
26	0.504	0.703	82.678	77.170
27	0.489	0.730	83.170	76.000
28	0.486	0.806	83.290	73.270
29	0.479	0.643	83.528	78.600
30	0.477	0.779	83.720	74.010
31	0.469	0.973	83.814	70.410
32	0.299	0.288	89.908	90.030
33	0.240	0.274	91.798	90.460
34	0.215	0.277	92.778	90.600
35	0.200	0.266	93.280	91.150
36	0.187	0.263	93.640	91.140
37	0.176	0.260	94.038	91.060
38	0.172	0.271	94.122	91.200
39	0.160	0.258	94.448	91.740
40	0.149	0.279	94.966	90.860
41	0.142	0.297	95.070	90.530
42	0.139	0.283	95.136	90.820
43	0.134	0.279	95.416	91.050
44	0.128	0.282	95.550	91.020
45	0.125	0.283	95.618	91.050
46	0.120	0.276	95.796	91.490
47	0.118	0.302	95.966	90.840
48	0.110	0.322	96.194	90.490
49	0.112	0.274	96.012	91.390
50	0.109	0.296	96.184	91.150
51	0.107	0.294	96.286	90.840
52	0.068	0.243	97.842	92.490
53	0.052	0.243	98.450	92.730
54	0.047	0.247	98.614	92.660
55	0.042	0.247	98.808	92.820
56	0.041	0.254	98.772	92.540
57	0.037	0.254	98.958	92.810
58	0.033	0.258	99.042	92.820
59	0.034	0.257	98.982	92.750
60	0.032	0.257	99.080	92.850
