Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.661	4.326	1.470	3.440
2	4.164	4.041	4.728	6.230
3	3.881	3.747	8.578	10.660
4	3.611	3.468	13.178	15.910
5	3.356	3.229	17.974	20.450
6	3.050	2.940	23.806	25.030
7	2.792	2.813	28.334	28.880
8	2.579	2.959	32.902	28.330
9	2.400	2.401	36.620	36.880
10	2.261	2.327	39.452	38.540
11	2.145	2.652	41.982	33.490
12	2.055	2.191	44.128	42.240
13	1.971	2.221	46.240	42.300
14	1.903	2.221	47.638	41.680
15	1.842	2.012	49.132	45.420
16	1.772	2.106	50.694	44.040
17	1.718	2.020	52.118	46.320
18	1.672	2.470	53.352	36.610
19	1.637	2.018	53.970	46.760
20	1.597	2.192	55.310	43.540
21	1.567	2.815	55.792	35.310
22	1.536	2.062	56.488	47.870
23	1.502	1.876	57.342	50.360
24	1.489	2.018	57.834	47.330
25	1.460	1.838	58.476	51.450
26	1.437	2.049	59.050	46.650
27	1.425	1.895	59.460	49.530
28	1.410	1.893	59.598	50.390
29	1.399	1.989	60.002	48.020
30	1.378	1.900	60.814	48.960
31	1.362	2.020	61.026	48.070
32	0.886	1.065	74.106	69.010
33	0.731	1.054	78.182	70.090
34	0.666	1.038	80.056	70.400
35	0.608	1.035	81.834	70.830
36	0.566	1.038	82.960	70.380
37	0.528	1.042	84.048	70.880
38	0.490	1.054	85.248	71.430
39	0.458	1.069	86.146	70.990
40	0.422	1.057	87.074	71.150
41	0.395	1.110	88.002	70.910
42	0.374	1.113	88.498	70.590
43	0.351	1.143	89.212	70.640
44	0.320	1.175	90.310	69.910
45	0.316	1.188	90.254	69.990
46	0.294	1.192	91.134	70.130
47	0.278	1.205	91.570	69.910
48	0.267	1.238	91.856	69.830
49	0.249	1.265	92.482	69.440
50	0.243	1.247	92.570	69.890
51	0.241	1.278	92.632	69.720
52	0.153	1.109	95.982	72.680
53	0.112	1.101	97.442	73.100
54	0.099	1.104	97.946	73.100
55	0.089	1.106	98.248	73.100
56	0.083	1.107	98.474	73.160
57	0.081	1.113	98.386	73.240
58	0.075	1.113	98.612	73.300
59	0.074	1.120	98.578	73.240
60	0.069	1.114	98.762	73.170
