Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.490	3.992	3.362	7.490
2	3.743	3.495	11.540	15.550
3	3.327	3.124	18.792	22.490
4	3.004	2.969	24.988	26.940
5	2.722	2.809	30.598	29.730
6	2.491	2.537	35.054	34.540
7	2.282	2.430	39.360	36.990
8	2.132	2.308	42.736	39.270
9	2.009	2.116	45.492	43.810
10	1.918	2.214	47.458	42.970
11	1.828	2.178	49.682	43.570
12	1.760	1.951	51.326	47.960
13	1.692	2.128	52.860	44.410
14	1.634	1.831	54.412	50.100
15	1.575	1.958	55.886	48.250
16	1.537	1.903	56.318	49.440
17	1.501	1.936	57.606	49.540
18	1.475	1.915	58.028	49.050
19	1.433	1.872	59.310	50.180
20	1.416	1.756	59.768	53.320
21	1.387	1.766	60.370	53.170
22	1.366	1.812	60.834	52.090
23	1.352	1.787	61.444	52.910
24	1.335	1.798	61.966	51.890
25	1.322	1.824	61.900	51.810
26	1.299	1.686	62.808	53.710
27	1.294	2.221	62.572	46.200
28	1.275	1.728	63.184	53.760
29	1.255	2.020	63.778	48.560
30	1.249	1.735	63.948	53.970
31	1.240	1.758	64.234	53.520
32	0.773	0.998	77.126	71.070
33	0.618	0.987	81.824	71.650
34	0.549	0.972	83.576	72.950
35	0.501	0.985	84.790	72.550
36	0.454	1.001	86.122	72.450
37	0.413	1.005	87.468	72.580
38	0.380	1.025	88.412	72.350
39	0.350	1.043	89.296	72.420
40	0.315	1.053	90.424	72.340
41	0.296	1.103	90.888	71.850
42	0.266	1.099	91.950	72.340
43	0.247	1.106	92.470	72.330
44	0.230	1.134	93.052	72.400
45	0.210	1.156	93.678	71.350
46	0.208	1.188	93.670	71.500
47	0.193	1.199	94.094	71.620
48	0.183	1.214	94.524	71.260
49	0.179	1.199	94.556	71.350
50	0.167	1.281	94.962	70.360
51	0.162	1.267	95.144	70.820
52	0.097	1.103	97.598	73.940
53	0.071	1.089	98.472	74.080
54	0.061	1.098	98.792	74.330
55	0.054	1.099	98.994	74.500
56	0.050	1.096	99.126	74.450
57	0.047	1.103	99.240	74.540
58	0.044	1.102	99.254	74.590
59	0.041	1.110	99.378	74.320
60	0.040	1.110	99.356	74.410
