Epoch	Train loss	Test loss	Train Acc	Test Acc
1	1.655	1.401	41.412	48.720
2	1.114	1.362	59.882	53.960
3	0.912	0.924	67.588	67.680
4	0.776	0.824	72.826	71.990
5	0.654	1.162	76.950	62.900
6	0.577	0.798	79.858	73.290
7	0.531	0.586	81.638	80.210
8	0.490	0.708	83.062	76.040
9	0.469	0.564	83.898	80.900
10	0.448	0.574	84.542	80.640
11	0.433	0.539	85.000	81.390
12	0.415	0.571	85.636	81.440
13	0.401	0.717	86.098	76.580
14	0.398	0.733	86.310	76.440
15	0.387	0.558	86.684	81.590
16	0.382	0.575	86.896	79.970
17	0.374	0.629	87.288	79.030
18	0.374	0.557	87.136	80.860
19	0.372	0.682	87.154	78.390
20	0.368	0.503	87.524	83.020
21	0.365	0.753	87.498	75.730
22	0.355	0.491	87.740	84.090
23	0.357	0.514	87.654	82.840
24	0.350	0.534	87.938	83.040
25	0.352	0.485	87.888	84.180
26	0.346	0.472	88.054	83.910
27	0.338	0.699	88.344	78.410
28	0.340	0.672	88.194	78.350
29	0.336	0.625	88.384	80.920
30	0.333	0.467	88.672	84.470
31	0.329	0.536	88.656	83.510
32	0.180	0.214	94.160	92.760
33	0.128	0.203	95.742	93.140
34	0.107	0.196	96.460	93.460
35	0.095	0.197	96.858	93.460
36	0.085	0.196	97.138	93.760
37	0.075	0.207	97.538	93.360
38	0.064	0.206	97.880	93.470
39	0.060	0.212	98.028	93.660
40	0.055	0.225	98.200	93.150
41	0.051	0.227	98.332	93.350
42	0.049	0.218	98.406	93.570
43	0.044	0.230	98.576	93.490
44	0.046	0.249	98.468	93.170
45	0.044	0.232	98.576	93.560
46	0.041	0.235	98.656	93.150
47	0.041	0.242	98.634	93.170
48	0.040	0.246	98.652	93.090
49	0.038	0.244	98.726	93.170
50	0.041	0.270	98.598	92.870
51	0.037	0.250	98.784	92.960
52	0.023	0.212	99.284	94.190
53	0.015	0.209	99.672	94.230
54	0.013	0.208	99.692	94.350
55	0.012	0.209	99.752	94.420
56	0.010	0.212	99.778	94.380
57	0.009	0.213	99.812	94.480
58	0.008	0.212	99.832	94.460
59	0.008	0.216	99.820	94.380
60	0.008	0.217	99.854	94.350
