Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.357	1.843	20.564	28.340
2	1.724	1.533	35.486	42.550
3	1.488	1.329	44.860	51.360
4	1.292	1.338	52.796	52.460
5	1.104	1.115	60.320	61.400
6	0.956	0.930	66.122	68.500
7	0.848	0.920	70.230	68.900
8	0.767	0.968	73.052	68.400
9	0.693	0.733	75.998	75.190
10	0.643	0.815	77.710	72.950
11	0.604	0.892	79.022	71.350
12	0.589	0.738	79.754	75.370
13	0.566	0.894	80.360	72.400
14	0.552	0.650	81.150	77.540
15	0.533	0.688	81.510	76.850
16	0.525	0.947	81.828	69.150
17	0.511	0.666	82.478	78.220
18	0.500	0.615	82.834	79.410
19	0.494	0.648	83.250	78.660
20	0.494	0.624	82.850	79.310
21	0.482	0.848	83.290	74.020
22	0.470	0.612	83.810	79.650
23	0.467	0.789	83.766	75.000
24	0.461	0.734	84.142	76.080
25	0.450	0.625	84.526	78.510
26	0.454	0.784	84.280	75.310
27	0.448	0.603	84.442	80.440
28	0.442	0.902	84.752	71.500
29	0.444	0.558	84.672	81.220
30	0.442	0.657	84.744	78.040
31	0.437	0.777	84.990	75.550
32	0.268	0.283	91.084	90.120
33	0.208	0.259	92.992	90.890
34	0.189	0.257	93.532	91.150
35	0.174	0.269	94.060	90.990
36	0.164	0.255	94.322	91.100
37	0.152	0.254	94.856	91.530
38	0.140	0.269	95.254	91.270
39	0.138	0.269	95.132	91.250
40	0.127	0.262	95.618	91.490
41	0.122	0.276	95.824	91.020
42	0.114	0.275	96.076	91.580
43	0.108	0.284	96.354	91.400
44	0.106	0.274	96.454	91.260
45	0.099	0.280	96.530	91.180
46	0.098	0.279	96.658	91.820
47	0.098	0.302	96.566	90.790
48	0.090	0.298	96.940	91.090
49	0.090	0.309	96.982	91.110
50	0.086	0.291	97.000	91.670
51	0.086	0.297	97.060	91.400
52	0.057	0.253	98.146	92.660
53	0.043	0.246	98.654	92.840
54	0.038	0.248	98.890	93.000
55	0.034	0.250	99.052	92.770
56	0.032	0.252	99.102	92.870
57	0.030	0.255	99.122	92.820
58	0.028	0.255	99.216	92.830
59	0.028	0.258	99.218	92.820
60	0.026	0.262	99.334	93.000
