Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.014	1.769	24.686	32.040
2	1.628	1.478	38.186	44.180
3	1.405	1.489	47.914	46.790
4	1.245	1.303	54.428	53.000
5	1.110	1.170	60.094	57.370
6	1.024	1.029	63.562	64.710
7	0.952	1.026	66.104	63.680
8	0.904	1.461	68.184	56.170
9	0.850	0.911	69.900	67.920
10	0.785	0.886	72.382	68.920
11	0.734	0.848	74.330	70.340
12	0.689	1.035	76.086	66.980
13	0.648	0.755	77.560	74.900
14	0.629	0.957	78.194	68.240
15	0.606	0.689	79.000	77.400
16	0.588	0.896	79.876	70.960
17	0.575	0.838	80.052	73.350
18	0.563	1.051	80.604	65.940
19	0.581	0.761	79.864	75.080
20	0.544	0.733	81.210	75.470
21	0.535	0.762	81.666	75.510
22	0.522	0.634	81.922	78.360
23	0.518	0.864	82.294	71.270
24	0.505	0.744	82.534	73.940
25	0.505	0.788	82.540	75.000
26	0.499	0.725	82.652	76.520
27	0.488	0.719	83.278	75.450
28	0.480	0.791	83.652	74.370
29	0.480	0.820	83.460	73.850
30	0.485	0.669	83.246	78.520
31	0.471	0.584	83.720	80.250
32	0.295	0.310	89.970	89.710
33	0.239	0.293	91.828	89.890
34	0.217	0.281	92.600	90.610
35	0.206	0.282	92.874	90.570
36	0.191	0.280	93.500	90.800
37	0.181	0.275	93.742	91.110
38	0.170	0.270	94.146	91.020
39	0.161	0.276	94.482	90.900
40	0.154	0.274	94.656	91.140
41	0.146	0.281	94.916	91.250
42	0.142	0.280	95.108	91.100
43	0.139	0.287	95.128	91.320
44	0.130	0.289	95.504	90.870
45	0.131	0.302	95.316	90.670
46	0.124	0.277	95.690	91.180
47	0.117	0.287	95.872	91.220
48	0.116	0.309	95.994	90.620
49	0.113	0.324	95.986	90.370
50	0.111	0.292	96.142	90.700
51	0.104	0.299	96.386	90.970
52	0.070	0.245	97.828	92.260
53	0.056	0.244	98.292	92.430
54	0.049	0.247	98.642	92.460
55	0.046	0.249	98.654	92.610
56	0.044	0.253	98.684	92.510
57	0.041	0.254	98.846	92.490
58	0.041	0.259	98.810	92.570
59	0.039	0.260	98.840	92.520
60	0.038	0.264	98.946	92.640
