Epoch	Train loss	Test loss	Train Acc	Test Acc
1	3.317	1.889	19.790	29.580
2	1.703	1.486	35.586	44.590
3	1.468	1.391	45.876	47.970
4	1.268	1.270	53.582	57.160
5	1.063	1.163	62.092	60.590
6	0.929	1.006	67.154	65.680
7	0.838	0.949	70.488	66.750
8	0.760	0.945	73.116	69.570
9	0.684	0.759	76.134	73.910
10	0.628	0.752	78.066	73.800
11	0.598	0.691	79.250	75.660
12	0.572	0.660	80.378	77.940
13	0.562	0.837	80.648	72.640
14	0.537	0.772	81.456	74.760
15	0.527	0.772	81.828	73.760
16	0.519	0.706	82.160	76.490
17	0.507	0.852	82.402	72.820
18	0.496	0.801	82.936	75.030
19	0.488	1.836	83.314	57.830
20	0.477	0.805	83.524	74.350
21	0.468	0.752	84.002	75.770
22	0.464	0.640	83.924	78.060
23	0.454	0.606	84.462	80.020
24	0.444	0.834	84.922	74.950
25	0.450	0.715	84.498	75.920
26	0.444	0.645	84.612	78.340
27	0.439	0.588	85.042	80.680
28	0.430	0.599	85.102	79.990
29	0.430	0.551	85.290	81.240
30	0.428	0.520	85.286	82.340
31	0.427	0.495	85.120	83.040
32	0.252	0.268	91.558	90.750
33	0.200	0.262	93.174	90.800
34	0.175	0.245	94.112	91.640
35	0.166	0.245	94.314	91.770
36	0.150	0.250	94.796	91.560
37	0.139	0.239	95.318	92.030
38	0.131	0.240	95.494	92.330
39	0.122	0.244	95.812	92.040
40	0.114	0.242	96.048	92.400
41	0.110	0.251	96.168	91.980
42	0.105	0.244	96.336	92.490
43	0.100	0.263	96.592	92.030
44	0.095	0.247	96.710	92.350
45	0.090	0.291	96.922	91.730
46	0.090	0.283	96.944	91.820
47	0.087	0.260	97.022	92.370
48	0.082	0.273	97.220	92.150
49	0.082	0.279	97.136	91.680
50	0.080	0.287	97.298	91.650
51	0.077	0.293	97.404	91.850
52	0.049	0.234	98.500	93.340
53	0.036	0.236	98.994	93.530
54	0.032	0.233	99.110	93.610
55	0.028	0.236	99.274	93.440
56	0.026	0.236	99.274	93.540
57	0.024	0.237	99.390	93.600
58	0.023	0.240	99.376	93.520
59	0.021	0.242	99.498	93.520
60	0.021	0.246	99.508	93.630
