Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.754	4.266	2.140	3.690
2	4.155	4.049	4.554	6.180
3	3.884	3.737	8.050	10.510
4	3.571	3.372	13.518	17.520
5	3.223	3.097	19.846	22.430
6	2.902	2.776	26.134	28.560
7	2.585	2.540	32.332	34.440
8	2.307	2.374	38.136	37.410
9	2.082	2.251	43.152	40.670
10	1.919	2.342	46.986	39.870
11	1.792	2.063	50.072	46.030
12	1.695	1.977	52.648	47.200
13	1.612	2.054	54.594	46.540
14	1.547	1.883	56.200	48.680
15	1.507	2.152	57.356	46.420
16	1.452	1.964	58.758	48.200
17	1.404	2.196	59.952	46.170
18	1.383	1.730	60.416	54.170
19	1.350	1.959	61.434	49.160
20	1.322	1.920	61.990	49.980
21	1.301	1.676	62.608	54.600
22	1.269	1.648	63.626	54.970
23	1.259	1.922	63.474	49.700
24	1.232	1.850	64.250	51.760
25	1.219	1.605	64.500	55.640
26	1.208	1.745	64.942	54.790
27	1.190	1.692	65.546	55.130
28	1.176	1.731	65.874	54.630
29	1.170	1.808	66.242	53.810
30	1.147	1.624	66.650	55.880
31	1.142	1.593	66.882	56.280
32	0.691	0.888	79.372	74.470
33	0.527	0.864	84.070	75.500
34	0.461	0.876	86.088	75.120
35	0.413	0.882	87.382	75.570
36	0.362	0.888	89.042	75.480
37	0.327	0.916	89.920	75.670
38	0.292	0.956	91.030	75.140
39	0.263	0.952	92.082	75.040
40	0.236	0.969	92.860	75.680
41	0.219	1.003	93.424	75.060
42	0.198	1.018	94.042	74.450
43	0.182	1.032	94.554	74.930
44	0.166	1.060	95.046	74.310
45	0.159	1.065	95.206	73.960
46	0.152	1.100	95.440	73.990
47	0.147	1.123	95.578	73.580
48	0.145	1.087	95.700	74.180
49	0.134	1.165	96.154	73.190
50	0.138	1.140	95.888	73.130
51	0.134	1.126	96.106	73.370
52	0.073	0.959	98.172	76.970
53	0.047	0.961	99.102	77.090
54	0.039	0.965	99.320	77.430
55	0.034	0.966	99.394	77.380
56	0.031	0.971	99.496	77.650
57	0.027	0.980	99.608	77.250
58	0.026	0.988	99.628	77.270
59	0.024	0.980	99.666	77.370
60	0.023	0.988	99.692	77.510
