Epoch	Train loss	Test loss	Train Acc	Test Acc
1	4.841	4.334	1.860	2.900
2	4.198	4.060	4.734	6.690
3	3.869	3.734	8.800	11.390
4	3.569	3.488	13.886	15.580
5	3.249	3.215	19.608	21.220
6	2.881	2.884	26.560	26.990
7	2.521	2.933	33.634	27.690
8	2.250	2.400	39.272	37.680
9	2.038	2.094	44.264	43.590
10	1.898	2.041	47.670	45.600
11	1.766	2.003	50.694	46.290
12	1.691	1.932	52.762	47.490
13	1.620	1.995	54.376	48.160
14	1.548	1.838	56.262	50.150
15	1.499	1.756	57.634	52.020
16	1.450	1.903	58.722	49.770
17	1.418	2.123	59.460	47.080
18	1.375	1.776	60.668	51.870
19	1.349	1.786	61.382	50.950
20	1.317	1.938	62.100	51.180
21	1.298	1.888	62.700	51.310
22	1.276	1.608	63.228	55.690
23	1.251	1.878	64.188	51.580
24	1.235	1.702	64.300	55.800
25	1.223	1.881	64.652	52.000
26	1.209	1.897	64.884	51.010
27	1.187	1.716	65.622	54.840
28	1.171	1.794	65.918	53.980
29	1.170	1.583	66.190	56.800
30	1.149	1.563	66.784	57.590
31	1.140	1.711	66.950	54.940
32	0.674	0.868	80.116	74.400
33	0.515	0.850	84.424	75.410
34	0.450	0.847	86.368	75.810
35	0.394	0.870	87.870	75.830
36	0.352	0.880	89.226	76.080
37	0.310	0.920	90.416	75.300
38	0.274	0.929	91.732	75.380
39	0.238	0.948	92.900	75.390
40	0.213	0.984	93.476	74.970
41	0.192	1.009	94.124	75.250
42	0.173	1.016	94.742	75.290
43	0.151	1.075	95.536	74.540
44	0.143	1.049	95.718	75.070
45	0.130	1.084	96.200	74.880
46	0.119	1.136	96.572	73.900
47	0.117	1.108	96.536	74.950
48	0.115	1.119	96.676	74.500
49	0.108	1.148	96.926	74.450
50	0.101	1.174	97.146	73.650
51	0.096	1.155	97.238	74.600
52	0.055	1.006	98.738	77.060
53	0.034	1.005	99.412	77.440
54	0.028	1.005	99.554	77.490
55	0.025	1.016	99.604	77.540
56	0.023	1.021	99.664	77.690
57	0.021	1.020	99.724	77.580
58	0.019	1.020	99.742	77.540
59	0.018	1.028	99.730	77.610
60	0.016	1.027	99.798	77.730
